id	text	event1	event2	event3	event4	event5	event6	event7	event8
NLD100020	Assessment and practice (targeted) education secondary vocational education and higher education	False	False	False	False	False	False	False	False	False
NLD100022	This also applies to public locations, such as museums, concert halls, theaters and sports clubs and sports competitions.	False	False	False	False	False	False	False	False	False
NLD100024	In view of Article 21 of Regulation (EC) No. 1008/2008 of the European Parliament and the Council of 24 September 2008 on common rules for the operation of air services in the Community (PbEU 2008, L 293) and Article 5.10, first paragraph, part a, of the Aviation Act;	False	False	False	False	False	False	False	False	False
NLD100025	Decides:	False	False	False	False	False	False	False	False	False
NLD100026	Article 1 (definition)In these regulations the following terms have the following meanings:	False	False	False	False	False	False	False	False	False
NLD100027	Covid-19: disease caused by the SARS-CoV-2 virus.	False	False	False	False	False	False	False	False	False
NLD100028	Article 2. (Prohibition of civil air traffic)	False	False	False	False	False	False	False	False	False
NLD100029	1 Om redenen van openbare orde en veiligheid is ter bescherming van de volksgezondheid de uitoefening van burgerluchtverkeer in het luchtruim boven Nederland verboden voor luchtverkeer dat het vervoer van passagiers tot doel heeft, met luchthavens gelegen op Nederlands grondgebied als plaats van bestemming.	False	False	False	False	False	False	False	False	False
NLD100030	2.The prohibition referred to in the first paragraph applies to air traffic from the following countries that pose a high risk in the spread of the virus that causes COVID-19:	False	False	False	False	False	False	False	False	False
NLD100031	2.The prohibition referred to in the first paragraph applies to air traffic from the following countries that pose a high risk in the spread of the virus that causes COVID-19:a. Italy;	False	False	False	False	False	False	False	False	False
NLD100032	2.The prohibition referred to in the first paragraph applies to air traffic from the following countries that pose a high risk in the spread of the virus that causes COVID-19:b. China;	False	False	False	False	False	False	False	False	False
NLD100033	2.The prohibition referred to in the first paragraph applies to air traffic from the following countries that pose a high risk in the spread of the virus that causes COVID-19:c. Iran;	False	False	False	False	False	False	False	False	False
NLD100034	2.The prohibition referred to in the first paragraph applies to air traffic from the following countries that pose a high risk in the spread of the virus that causes COVID-19:d. South Korea;	False	False	False	False	False	False	False	False	False
NLD100035	2.The prohibition referred to in the first paragraph applies to air traffic from the following countries that pose a high risk in the spread of the virus that causes COVID-19:e. Spain;	False	False	False	False	False	False	False	False	False
NLD100036	2.The prohibition referred to in the first paragraph applies to air traffic from the following countries that pose a high risk in the spread of the virus that causes COVID-19:f. Austria.	False	False	False	False	False	False	False	False	False
NLD100037	3 The prohibition referred to in the first paragraph does not apply to:	False	False	False	False	False	False	False	False	False
NLD100038	a. flights as referred to in the first paragraph, which have already started at the time of entry into force;	False	False	False	False	False	False	False	False	False
NLD100039	b. repatriation of EU or Schengen and United Kingdom residents, where:	False	False	False	False	False	False	False	False	False
NLD100040	1 ° non-Dutch residents have a demonstrable transit,	False	False	False	False	False	False	False	False	False
NLD100041	2 ° passengers only in accordance with WHO guidelines and the EU Healthy Gateways, No. 801493, are allowed on board;	False	False	False	False	False	False	False	False	False
NLD100042	c. the transport of medical personnel or patients when this is in the interest of public health.	False	False	False	False	False	False	False	False	False
NLD100043	Exceptions from this instruction are hotels, home-delivered meals and catering.	False	False	False	False	False	False	False	False	False
NLD100044	This also applies to public locations, such as museums, concert halls, theaters and sports competitions.	False	False	False	False	False	False	False	False	False
NLD100045	The locations can and should, where necessary, be used for:	False	False	False	False	False	False	False	False	False
NLD100046	- the organization of distance education, whereby students and pupils receive education in the home situation via a (digital) medium;	False	False	False	False	False	False	False	False	False
NLD100047	- the (emergency) care of children of parents who work in crucial professions or for vital processes, as described on www.rijksoverheid.nl. Emergency shelter is organized by municipalities, supported by the Association of Dutch Municipalities;	False	False	False	False	False	False	False	False	False
NLD100048	- the organization of tests and exams, provided that careful measures have been taken to limit the risk of contamination.	False	False	False	False	False	False	False	False	False
NLD100049	If you find that educational institutions or providers of childcare or childminder care are not complying with this crisis measure and there are persistently more pupils, students or children present at a location than is necessary for the aforementioned purposes, I will instruct you on the basis of Article 7 of the The Public Health Act and with due observance of Article 39, first paragraph, of the Safety Regions Act, to close the educational institution or the accommodation for childcare or childminder care, for example by means of an emergency order.	False	False	False	False	False	False	False	False	False
NLD100050	For enforcement, you can also make use of Article 47 of the Public Health Act.	False	False	False	False	False	False	False	False	False
NLD100051	In the dying phase or comparable circumstances, an institution may occasionally deviate from this measure.	False	False	False	False	False	False	False	False	False
NLD100052	An exception is also possible for structural volunteers.	False	False	False	False	False	False	False	False	False
NLD100053	I take into account that this measure will be extended after April 6, 2020.	False	False	False	False	False	False	False	False	False
NLD100054	On the basis of Article 7 of the Public Health Act and with due observance of Article 39, first paragraph, of the Security Regions Act, I therefore instruct you to use your powers in the field of public order and safety as nursing homes or small-scale housing, despite express efforts on their part, experience problems refusing visitors or third parties attempting to enter the venue.	False	False	False	False	False	False	False	False	False
NLD100055	You must exercise your powers in the field of public order and safety as referred to in Article 39 of the Security Regions Act, including, if necessary, including regulations in an emergency ordinance as referred to in Article 176 of the Municipalities Act. so that the following measures are taken as soon as possible after this designation:	False	False	False	False	False	False	False	False	False
NLD100056	1. Prohibition for all licensed and reporting events until 1 June 2020.	False	False	False	False	False	False	False	False	False
NLD100057	2. Prohibition for all other gatherings, with exceptions for the following gatherings, provided that those involved keep 1.5 meters away from the nearest person at all times:	False	False	False	False	False	False	False	False	False
NLD100058	- legally required meetings, such as meetings of municipal councils, provided that no more than 100 people are present, as well as meetings of the States General;	False	False	False	False	False	False	False	False	False
NLD100059	- meetings necessary for the continuation of the daily activities of institutions, companies and other organizations, provided that no more than 100 people are present	False	False	False	False	False	False	False	False	False
NLD100060	- funerals and weddings, provided that no more than 30 people are present;	False	False	False	False	False	False	False	False	False
NLD100061	- gatherings of a religious or ideological nature, provided that no more than 30 people are present.	False	False	False	False	False	False	False	False	False
NLD100062	- gatherings of a religious or spiritual nature, provided that no more than 30 people are present.	False	False	False	False	False	False	False	False	False
NLD100063	3. Closing casinos, arcades and similar establishments, as well as closing establishments in which contact professions aimed at personal care are practiced, such as hairdressers and nail salons.	False	False	False	False	False	False	False	False	False
NLD100064	4. Prohibition of all forms of contact professions, including masseurs, hairdressers, nail stylists, escort services and driving instructors, insofar as these professions cannot be performed properly with due regard to a distance of 1.5 meters from the customer. The practice of (para) medical professions is excluded, provided there is an individual medical indication for this practice and the practitioner complies with all hygiene requirements in connection with COVID-19.	False	False	False	False	False	False	False	False	False
NLD100065	5. Closure of shops and markets, or termination of public transport, if these facilities do not or not sufficiently comply with the realization of the restrictive measures with regard to keeping 1.5 meters of distance between all persons present in the facility, or to make it clearly visible in an adequate manner.	False	False	False	False	False	False	False	False	False
NLD100066	6. Closure of all forms of locations, including holiday parks, camping sites, parks, nature reserves and beaches, if at these locations not or not sufficiently the restrictive measure with regard to keeping 1.5 meters distance between persons present there is observed or there is a threat of non-observance thereof.	False	False	False	False	False	False	False	False	False
NLD100067	7. Establishing a ban on coincidental or otherwise group formation in (certain parts of) the public space.	False	False	False	False	False	False	False	False	False
NLD100068	Group formation is understood to mean: three or more persons who do not or not sufficiently observe a mutual distance of 1.5 meters.	False	False	False	False	False	False	False	False	False
NLD100069	There is no group formation if it concerns persons who form a joint household.	False	False	False	False	False	False	False	False	False
NLD100070	In addition, there is no group formation if it concerns children up to the age of 12 who play together under the supervision of one or more parents or guardians who observe a mutual distance of 1.5 meters.	False	False	False	False	False	False	False	False	False
NLD100071	You must include the prohibitions referred to under 2 and 3 in an emergency ordinance.	False	False	False	False	False	False	False	False	False
NLD100072	For the measures mentioned under 4 to 7 inclusive, you can make provision in the emergency ordinance, so that action under that ordinance is possible if necessary.	False	False	False	False	False	False	False	False	False
NLD100073	The measures referred to under 2 to 7 will be reconsidered by 6 April 2020 at the latest.	False	False	False	False	False	False	False	False	False
NLD100074	The measures will be reconsidered no later than April 28.	False	False	False	False	False	False	False	False	False
NLD100075	  	False	False	False	False	False	False	False	False	False
NLD100076	The new assignment concerns the period from April 29 to May 19, 2020.	False	False	False	False	False	False	False	False	False
NLD100077	The instructions mentioned in the footnote) are no longer applicable from April 29, 2020.	False	False	False	False	False	False	False	False	False
NLD100078	The prohibition order for events will be extended until September 1, 2020.	False	False	False	False	False	False	False	False	False
NLD100079	In addition to this designation, on April 17, I issued a separate designation for five security regions with an airport.	False	False	False	False	False	False	False	False	False
NLD100080	There will be a reconsideration no later than the week of May 12, 2020 take place of the measures that apply up to and including 19 May.	False	False	False	False	False	False	False	False	False
NLD100081	The measures are described below in the following appendices:	False	False	False	False	False	False	False	False	False
NLD100082	I. Regulations for events, meetings and failure to observe a safe distance of 1.5 meters	False	False	False	False	False	False	False	False	False
NLD100083	II. Provisions for companies and locations, contact professions and public transport facilities	False	False	False	False	False	False	False	False	False
NLD100084	III. Provisions for educational establishments and residences for childcare, out-of-school care and childminder care	False	False	False	False	False	False	False	False	False
NLD100085	IV Provisions for nursing homes and other small-scale living arrangements in elderly care	False	False	False	False	False	False	False	False	False
NLD100086	I instruct you to add an exception to the earlier prohibition of gatherings;	False	False	False	False	False	False	False	False	False
NLD100087	- Outside sports and exercise for people aged 19 and older is allowed, including in a team. For this age group, as with the age groups up to 19 years, they are not allowed to organize competitions, participate in competitions and for sports and exercise are not allowed to use communal washing  shower facilities.	False	False	False	False	False	False	False	False	False
NLD100088	Naturally, those involved must always keep 1.5 meters away from the nearest person.	False	False	False	False	False	False	False	False	False
NLD100089	The previous exceptions for organized outdoor sports and exercise for children up to and including 18 years also include, under the same conditions (organized, outdoors, 13 to 18 years of age keep their distance), activities of scouting, culture, art , and other youth associations.	False	False	False	False	False	False	False	False	False
NLD100090	Libraries, theme parks and zoos	False	False	False	False	False	False	False	False	False
NLD100091	I am also instructing you to expand the option of exempting shops and markets from the ban on gatherings with libraries, amusement parks and zoos, provided visitors and employees keep a distance of 1.5 meters at all times. to the nearest person.	False	False	False	False	False	False	False	False	False
NLD100092	The managers of these locations are responsible for making plans with which they ensure, among other things, that the 1.5 meters distance is preserved and the burden on the mobility system and in particular public transport remains acceptable.	False	False	False	False	False	False	False	False	False
NLD100093	The general provisions for the closure of food and beverage outlets and terraces will remain in force at these locations until further notice.	False	False	False	False	False	False	False	False	False
NLD100094	The closure of sanitary facilities in these locations only applies to communal washing and shower facilities.	False	False	False	False	False	False	False	False	False
NLD100095	Toilets can be used.	False	False	False	False	False	False	False	False	False
NLD100096	In the follow-up to this instruction, you have the option to close or keep these locations closed if you are of the opinion that the measure to keep 1.5 meters away is (expected) not being properly complied with or cannot be properly observed or that you expect or notice problems with the use of the mobility system and in particular public transport.	False	False	False	False	False	False	False	False	False
NLD100097	Swimming facilities and sports clubs	False	False	False	False	False	False	False	False	False
NLD100098	All swimming facilities can be opened from 11 May.	False	False	False	False	False	False	False	False	False
NLD100099	This means that from 11 May it will also be possible to exercise and exercise in indoor swimming areas.	False	False	False	False	False	False	False	False	False
NLD100100	The managers of the swimming facilities are responsible for ensuring that the measure to maintain a distance of 1.5 meters is properly complied with in and around the swimming facilities.	False	False	False	False	False	False	False	False	False
NLD100101	For swimming facilities, communal washing and shower facilities cannot be used.	False	False	False	False	False	False	False	False	False
NLD100102	Toilets can be used.	False	False	False	False	False	False	False	False	False
NLD100103	I order you to end the closure of swimming areas, but to keep the option to close these locations or keep them closed if you are of the opinion that the measure to keep 1.5 meters away is not is properly observed.	False	False	False	False	False	False	False	False	False
NLD100104	I also order you to make an exception to the closure of establishments for sports and exercise insofar as this is necessary to make outdoor sports possible for persons aged 19 years and older.	False	False	False	False	False	False	False	False	False
NLD100105	Contact professions	False	False	False	False	False	False	False	False	False
NLD100106	As of 11 May, the practice of contact professions is allowed again.	False	False	False	False	False	False	False	False	False
NLD100107	The prohibition on practicing the contact profession still applies to sex workers, they are not yet allowed to practice their profession.	False	False	False	False	False	False	False	False	False
NLD100108	Allowing the exercise of contact professions also means that the establishments where the on body care-oriented contact professions are carried out again fully open and can be used.	False	False	False	False	False	False	False	False	False
NLD100109	Contact professionals and the administrators of establishments where contact professions are exercised are responsible for arranging and organizing the measures necessary to do the work in a careful manner.	False	False	False	False	False	False	False	False	False
NLD100110	I instruct you to keep the option of ceasing to act when in the exercise of contact professions, despite explicit efforts of practitioners and administrators, no 1.5 meters distance is kept between customers and / or visitors.	False	False	False	False	False	False	False	False	False
NLD100111	I now order you to take some measures with effect from 1 June 2020, 12:00 noon and, as far as secondary vocational education and higher education are concerned, 15 June 2020, to be adjusted.	False	False	False	False	False	False	False	False	False
NLD100112	For the rest, the instruction of April 24 and May 8 are extended.	False	False	False	False	False	False	False	False	False
NLD100113	In the week of 1 June 2020, the cabinet will again decide on the extension and / or adjustment of measures.	False	False	False	False	False	False	False	False	False
NLD100114	1.5 meter standard and meetings	False	False	False	False	False	False	False	False	False
NLD100115	A. Part I, section 3, of the designation of April 24, 2020 is replaced by the following:	False	False	False	False	False	False	False	False	False
NLD100116	3. There is a prohibition against not observing a distance of 1.5 meters in public spaces (incl. Vessels and vehicles).	False	False	False	False	False	False	False	False	False
NLD100117	This prohibition applies not if it concerns persons	False	False	False	False	False	False	False	False	False
NLD100118	a) that form a joint household,	False	False	False	False	False	False	False	False	False
NLD100119	b) if it concerns the distance to children up to and including 12 years old, or	False	False	False	False	False	False	False	False	False
NLD100120	c) if it concerns a person with a disability and his companions.	False	False	False	False	False	False	False	False	False
NLD100121	With regard to this prohibition, the 1.5 meters in the public space is enforced from three people.	False	False	False	False	False	False	False	False	False
NLD100122	B.The prohibition on gatherings in the instruction of April 24, part I, part 2, will read as follows:2. Gatherings of more than thirty persons, excluding staff, in buildings open to the public and associated yards and in enclosed places, with the exception of houses, are prohibited.	False	False	False	False	False	False	False	False	False
NLD100123	For meetings of up to thirty people, the parties involved must always keep 1.5 meters away from the nearest person.	False	False	False	False	False	False	False	False	False
NLD100124	The following exceptions to this ban on gatherings apply, provided that those involved keep 1.5 meters away from the nearest person at all times:	False	False	False	False	False	False	False	False	False
NLD100125	a. legally required meetings, such as meetings of municipal councils, provided that no more than 100 persons are present, as well as meetings of the States General;	False	False	False	False	False	False	False	False	False
NLD100126	b. meetings that are necessary for the continuation of the day-to-day activities of institutions, companies and other organizations, including the organization of state exams, provided that no more than 100 people are present.	False	False	False	False	False	False	False	False	False
NLD100127	For shops, markets, libraries, amusement parks, zoos, museums and presentation institutions, an exception can be made from the ban on gatherings, provided that visitors and employees keep 1.5 meters away from the nearest person at all times.	False	False	False	False	False	False	False	False	False
NLD100128	The managers of these locations are responsible for making plans with which they ensure, among other things, that the 1.5 meters distance is maintained and that the burden on the mobility system and in particular public transport remains acceptable.	False	False	False	False	False	False	False	False	False
NLD100129	In the follow-up of this assignment, you have the option to close these locations or keep them closed if you are of the opinion that the measure to keep 1.5 meters away is (expected) not being properly complied with or cannot be properly complied with or that you expect or notice problems with the use of the mobility system and in particular public transport.	False	False	False	False	False	False	False	False	False
NLD100130	C. Where reasonably necessary, vulnerable young people (13-18) among themselves and vulnerable young people with youth professionals may deviate from the 1.5 meter measure in youth aid.	False	False	False	False	False	False	False	False	False
NLD100131	This includes activities in the context of daytime activities, day care, day treatment and special secondary education including transport.	False	False	False	False	False	False	False	False	False
NLD100132	Food and beverage outlets	False	False	False	False	False	False	False	False	False
NLD100133	By way of derogation from part II, part 1 of the designation of 24 April 2020, food and beverage outlets, including terraces, may reopen to guests from 1 June from 12:00 noon under certain conditions.	False	False	False	False	False	False	False	False	False
NLD100134	Dance venues remain closed.	False	False	False	False	False	False	False	False	False
NLD100135	A food and drink facility that also has a dance floor may remain open, provided the dance floor is closed.	False	False	False	False	False	False	False	False	False
NLD100136	A maximum of 30 guests per building may be present in the indoor area of food and beverage outlets.	False	False	False	False	False	False	False	False	False
NLD100137	Within these venues, those present must keep 1.5 meters away, with the exception of persons who form a joint household.	False	False	False	False	False	False	False	False	False
NLD100138	The 1.5 m is maintained from 3 people.	False	False	False	False	False	False	False	False	False
NLD100139	All guests must use a seat at a table or bar.	False	False	False	False	False	False	False	False	False
NLD100140	Guests must book in advance.	False	False	False	False	False	False	False	False	False
NLD100141	Guests must book in advance.	False	False	False	False	False	False	False	False	False
NLD100142	The operator or manager is primarily responsible for compliance with the 1.5 meter and other regulations, as well as for checking them.	False	False	False	False	False	False	False	False	False
NLD100143	Para-commercial food and beverage outlets that are part of outdoor sports facilities (club canteens) will remain closed.	False	False	False	False	False	False	False	False	False
NLD100144	Commercial catering establishments near or on sports facilities may be open to guests under the above conditions.	False	False	False	False	False	False	False	False	False
NLD100145	Outdoor terraces may be open provided that guests have a seat at a table and are kept five feet away, with the exception of persons who form a common household.	False	False	False	False	False	False	False	False	False
NLD100146	The 1.5 m is maintained for 3 people.	False	False	False	False	False	False	False	False	False
NLD100147	The terraces must be completely open at the top or completely open on all three sides.	False	False	False	False	False	False	False	False	False
NLD100148	The operator or manager is primarily responsible for compliance with the 1.5 meters and the other regulations, as well as for checking them.	False	False	False	False	False	False	False	False	False
NLD100149	The same rules apply to terraces in covered shopping centers as to the indoor areas of food and beverage outlets.	False	False	False	False	False	False	False	False	False
NLD100150	The operator or manager must arrange the terrace in such a way that guests and staff can always keep a distance of one and a half meters from each other.	False	False	False	False	False	False	False	False	False
NLD100151	In the case of adjacent terraces, the managers of these terraces jointly ensure that one and a half meters are observed.	False	False	False	False	False	False	False	False	False
NLD100152	From operators or Terrace managers are expected to regulate the influx on the terrace and also prevent clustering of waiting or departing guests outside the terrace.	False	False	False	False	False	False	False	False	False
NLD100153	Food and beverage outlets that are part of establishments that are still closed will remain closed, unless this instruction dictates otherwise.	False	False	False	False	False	False	False	False	False
NLD100154	The chairman of the security region ensures that municipalities draw up an area approach for catering concentration areas to prevent great crowds and influx in these areas.	False	False	False	False	False	False	False	False	False
NLD100155	Cinemas and cultural institutions.	False	False	False	False	False	False	False	False	False
NLD100156	By way of derogation from part I, parts 1 and 2, of the designation of 24 April 2020, cinemas, cinemas, concert halls, stages for all genres of music, theaters and similar cultural institutions may organize activities aimed at the public from 1 June at 12:00 noon.	False	False	False	False	False	False	False	False	False
NLD100157	A maximum of 30 visitors may be present at the same time per individual room within these institutions.	False	False	False	False	False	False	False	False	False
NLD100158	A visibly separated stage is considered a separate space.	False	False	False	False	False	False	False	False	False
NLD100159	All those present must keep a distance of 1.5 meters from each other, with the exception of persons who form a joint household.	False	False	False	False	False	False	False	False	False
NLD100160	Visitors must book in advance.	False	False	False	False	False	False	False	False	False
NLD100161	Museums, presentation institutions and monuments.	False	False	False	False	False	False	False	False	False
NLD100162	Museums, presentation institutions and monuments with a public function may also reopen to visitors from 1 June, 12 noon.	False	False	False	False	False	False	False	False	False
NLD100163	Visitors must book in advance per time slot.	False	False	False	False	False	False	False	False	False
NLD100164	The institutions must organize the admission and residence times and the layout of the institution in such a way that visitors can always keep 1.5 meters away, with the exception of persons who form a joint household.	False	False	False	False	False	False	False	False	False
NLD100165	The provision in II, part 4 of the designation of 24 April will read as follows:	False	False	False	False	False	False	False	False	False
NLD100166	4. As of 1 June, travelers from the age of 13 must wear a non-medical mouth nose mask on public transport.	False	False	False	False	False	False	False	False	False
NLD100167	In practice, enforcement takes place by the transporters designated as supervisors and other supervisors designated under the 2000 Passenger Transport Act.	False	False	False	False	False	False	False	False	False
NLD100168	Termination or limitation of facilities for public transport, in consultation with the transporter, if they do not or insufficiently adhere to the realization of the restrictive measures with regard to wearing a mouth nose mask and keeping a distance of 1.5 meters as much as possible between all persons present in the facility, or to make them sufficiently visible, provided that the termination of this facility does not unnecessarily impede the transport of persons working in vital processes or transport that is otherwise necessary for the mobility of the Netherlands.	False	False	False	False	False	False	False	False	False
NLD100169	The ban on offering educational activities in educational institutions will be lifted for secondary education from 2 June.	False	False	False	False	False	False	False	False	False
NLD100170	Education will be restarted step by step.	False	False	False	False	False	False	False	False	False
NLD100171	Schools for special secondary education and others can open completely again.	False	False	False	False	False	False	False	False	False
NLD100172	The aforementioned educational institutions must take careful measures to limit the risk of contamination, including keeping a distance of 1.5 meters between all persons present in these institutions (as much as possible for secondary special education in special circumstances.	False	False	False	False	False	False	False	False	False
NLD100173	In addition they should ask students to avoid public transport.	False	False	False	False	False	False	False	False	False
NLD100174	Primary education will be fully resumed from 8 June, unless it appears before the spread of the virus is not justified.	False	False	False	False	False	False	False	False	False
NLD100175	The partial ban on opening child and out-of-school care will also lapse.	False	False	False	False	False	False	False	False	False
NLD100176	The prohibition on offering educational activities in educational institutions in secondary vocational education and higher education will be lifted as of 15 June for holding exams, exams, tests, practical (specific) education and supervision of vulnerable students at the educational institution, insofar as this is online. Cannot be sufficient.	False	False	False	False	False	False	False	False	False
NLD100177	A condition for this is that the institutions take careful measures to limit the risk of contamination, including keeping a distance of 1.5 meters between all persons present in these institutions and that students are asked to avoid public transport as much as possible.	False	False	False	False	False	False	False	False	False
NLD100178	The institutions must make agreements with relevant parties about mobility and the use of public transport.	False	False	False	False	False	False	False	False	False
