id	text	event1	event2	event3	event4	event5	event6	event7	event8
21	Gehoord hebbende het advies van het Outbreak Management Team en het Bestuurlijk Afstemmingsoverleg van 23 maart 2020 en na overleg in de Ministeriële Commissie Crisisbeheersing van 23 maart 2020, geef ik u op basis van artikel 7 van de Wet publieke gezondheid, in aanvulling op de eerdere aanwijzingen voor bestrijding van de uitbraak van COVID-19, onderstaande opdracht. U dient uw bevoegdheden op het terrein van openbare orde en veiligheid als be_x0002_doeld in artikel 39 van de Wet veiligheidsregio's, waaronder, indien nodig, het op_x0002_nemen van voorschriften in een noodverordening als bedoeld in artikel 176 van de  Gemeentewet, in te zetten opdat zo spoedig mogelijk na deze aanwijzing de vol_x0002_gende maatregelen worden getroffen: 1. Verbod voor alle vergunningsplichtige en meldplichtige evenementen tot 1 juni  2020. 2. Verbod voor alle overige samenkomsten, waarbij uitzonderingen gelden voor de volgende samenkomsten, mits betrokkenen te allen tijde 1,5 meter afstand hou_x0002_den tot de dichtstbijzijnde persoon: - wettelijk verplichte samenkomsten, zoals vergaderingen van gemeenteraden, mits daarbij niet meer dan 100 personen aanwezig zijn, alsook vergaderingen van de Staten-Generaal; - samenkomsten die nodig zijn voor de continuering van de dagelijkse werkzaam_x0002_heden van instellingen, bedrijven en andere organisaties, mits daarbij niet meer dan 100 personen aanwezig zijn - uitvaarten en huwelijksvoltrekkingen mits daarbij niet meer dan 30 personen aanwezig zijn; - samenkomsten van religieuze of levensbeschouwelijke aard, mits daarbij niet meer dan 30 personen aanwezig zijn. 3. Sluiten van casino's, speelhallen en daarmee vergelijkbare instellingen, alsook  sluiten van zaken waarbinnen op de uiterlijke verzorging gerichte contactberoepen worden uitgeoefend, zoals kapperszaken en nagelsalons. 4. Verbod op het uitoefenen van alle vormen van contactberoepen, waaronder masseurs, kappers, nagelstylisten, escortservices en rij-instructeurs, voor zover deze beroepen niet naar behoren met inachtneming van 1,5 meter afstand tot de klant kunnen worden uitgeoefend. Uitgezonderd is de uitoefening van (para)medi_x0002_sche beroepen, mits voor deze uitoefening een individuele medische indicatie be_x0002_staat en daarbij door de beoefenaar alle in verband met COVID-19 benodigde hy_x0002_giënevereisten in acht worden genomen. 5. Sluiten van winkels en markten, of beëindigen van openbaar vervoer, indien deze voorzieningen zich niet of niet in voldoende mate houden aan de verwezenlij_x0002_king van de beperkende maatregelen met betrekking tot het houden van 1,5 me_x0002_ter afstand tussen alle in de voorziening aanwezige personen, of aan het op ade_x0002_quate wijze zichtbaar duidelijk maken daarvan. 6. Sluiten van alle vormen van locaties, waaronder vakantieparken, campings, parken, natuurgebieden en stranden, indien op deze locaties niet of niet in vol_x0002_doende mate de beperkende maatregel met betrekking tot het houden van 1,5 meter afstand tussen daar aanwezige personen in acht wordt genomen of het niet in acht nemen daarvan dreigt. 7. Instellen van een verbod op al dan niet toevallige groepsvorming in (bepaalde delen van) de publieke ruimte. Onder groepsvorming wordt hierbij verstaan: drie of meer personen die daarbij niet of niet in voldoende mate een onderlinge af_x0002_stand van 1,5 meter in acht nemen. Van groepsvorming is geen sprake indien het personen betreft die een gezamenlijk huishouden vormen. Daarnaast is van groepsvorming geen sprake als het kinderen tot en met 12 jaar betreft die samen_x0002_spelen onder toezicht van een of meer ouders of voogden die daarbij onderling een afstand van 1,5 meter in acht nemen. De onder 2 en 3 bedoelde verboden dient u op te nemen in een noodverordening. Voor de onder 4 tot en met 7 genoemde maatregelen kunt u een voorziening in de noodverordening te treffen, opdat optreden krachtens die verordening mogelijk is indien dat noodzakelijk is. De onder 2 tot en met 7 bedoelde maatregelen zullen uiterlij	False	False	False	False	False	False	False	False
22	- uitvaarten en huwelijksvoltrekkingen mits daarbij niet meer dan 30 personen aanwezig zijn;	False	False	False	False	False	False	False	False
23	In de stervensfase of vergelijkbare omstandigheden kan een instelling incidenteel afwijken van deze maatregel.	False	False	False	False	False	False	False	False
24	I . Bepalingen voor evenementen, samenkomsten en het niet in acht nemen van een veilige afstand van 1,5 meter	False	False	False	True	False	False	False	False
25	Artikel 2. (Verbod uitoefening burgerluchtverkeer)	False	False	False	False	False	False	False	False
26	In de opvolging van deze opdracht heeft u de mogelijkheid om deze locaties te sluiten of gesloten te houden indien u van oordeel bent dat de maatregel om 1,5 meter afstand te houden (naar verwachting) niet goed wordt nageleefd of niet goed na te leven is of dat u problemen verwacht dan wel constateert met het gebruik van het mobiliteitssysteem en in het bijzonder het openbaar vervoer.	False	False	False	False	False	False	False	False
27	3 Het verbod, bedoeld in het eerste lid, geldt niet voor:	False	False	False	False	False	False	False	False
28	Ik geef u opdracht een uitzondering toe te voegen aan het eerdere verbod op samenkomsten;	False	False	False	False	False	False	False	False
29	De beoefenaren van contactberoepen en de beheerders van inrichtingen waar contactberoepen worden uitgeoefend zijn verantwoordelijk voor het regelen en organiseren van de maatregelen die nodig zijn om het werk op een zorgvuldige manier te doen.	False	False	False	False	False	False	False	False
30	De beheerders van deze locaties zijn ervoor verantwoordelijk plannen te maken waarmee ze er onder andere voor zorgen dat de 1,5 meter afstand bewaard blijft en de belasting voor het mobiliteitssysteem en in het bijzonder het openbaar vervoer acceptabel blijft.	False	False	False	False	False	False	False	False
31	Het verbod op het bieden van onderwijsactiviteiten in onderwijsinstellingen wordt, voor het voortgezet onderwijs, opgeheven vanaf 2 juni.	False	False	False	True	False	False	False	False
32	De opdracht inzake het verbod voor evenementen blijft, voor alle duidelijkheid, gelden tot 1 juni 2020.	False	False	False	False	False	False	False	False
33	2. Het verbod, bedoeld in het eerste lid, geldt voor het luchtverkeer afkomstig uit de volgende landen die een hoog-risico vormen bij de verspreiding van het virus dat COVID-19 veroorzaakt:a. Italië;	False	False	False	True	False	False	False	False
34	Het verbod op het uitoefenen van het contactberoep geldt nog wel voor sekswer kers, zij mogen hun beroep nog niet uitoefenen.	False	False	False	True	False	False	False	False
35	U dient uw bevoegdheden op het terrein van openbare orde en veiligheid als bedoeld in artikel 39 van de Wet veiligheidsregio's, waaronder, indien nodig, het opnemen van voorschriften in een noodverordening als bedoeld in artikel 176 van de  Gemeentewet, in te zetten opdat zo spoedig mogelijk na deze aanwijzing de volgende maatregelen worden getroffen:	False	False	False	False	False	False	False	False
36	Toiletten kunnen wel gebruikt worden.	False	False	False	False	False	False	False	False
37	Contactberoepen	False	False	False	False	False	False	False	False
38	De exploitant of beheerder is primair verantwoordelijk voor de naleving van de 1,5 meter en de overige voorschriften als ook de controle daarop.	False	False	False	False	False	False	False	False
39	Paracommerciële eet- en drinkgelegenheden die onderdeel zijn van buitensportaccommodaties (verenigingskantines) blijven gesloten.	False	False	False	True	False	False	False	False
40	B Het verbod op samenkomsten in de aanwijzing van 24 april, deel I onderdeel 2, komt als volgt te luiden:2. Samenkomsten van meer dan dertig personen, exclusief personeel, in voor publiek openstaande gebouwen en daarbij behorende erven en in besloten plaatsen, met uitzondering van woningen, zijn verboden.	False	False	False	True	False	False	False	False
41	Openbaar vervoer	False	False	False	False	False	False	False	False
42	Hierbij geldt dat de 1,5 m gehandhaafd wordt vanaf 3 personen.	False	False	False	False	False	False	False	False
43	c) indien het een persoon betreft met een handicap en diens begeleiders.	False	False	False	False	False	False	False	False
44	7. Instellen van een verbod op al dan niet toevallige groepsvorming in (bepaalde delen van) de publieke ruimte.	False	False	False	True	False	False	False	False
45	2° passagiers uitsluitend overeenkomstig WHO-richtsnoeren en de EU Healthy Gateways, No. 801493, aan boord worden toegelaten;	False	False	False	False	False	False	False	False
46	2 Het verbod, bedoeld in het eerste lid, geldt voor het luchtverkeer afkomstig uit de volgende landen die een hoog-risico vormen bij de verspreiding van het virus dat COVID-19 veroorzaakt:f. Oostenrijk.	False	False	False	True	False	False	False	False
47	A. Deel I, onderdeel 3, van de aanwijzing van 24 april 2020 komt als volgt te luiden:	False	False	False	False	False	False	False	False
48	c. het vervoer van medisch personeel of patiënten wanneer dit in het belang is van de volksgezondheid.	False	False	False	False	False	False	False	False
49	De instellingen dienen met relevante partijen afspraken te maken over mobiliteit en het gebruik van het openbaar vervoer.	False	False	False	False	False	False	False	False
50	De door mij eerder verstrekte opdrachten worden met ingang van 7 april verlengd tot en met 28 april 2020.	False	False	True	True	False	False	False	False
51	Covid-19: ziekte veroorzaakt door het SARS-CoV-2 virus.	False	False	False	False	False	False	False	False
52	Verder geef ik u opdracht om een uitzondering te maken op de sluiting van inrichtingen voor sporten en bewegen voor zover dat nodig is om buiten sporten voor personen van 19 jaar en ouder mogelijk te maken.	False	False	False	True	False	False	False	False
53	Zwemgelegenheden en sportclubs	False	False	False	False	False	False	False	False
54	De algemene bepalingen voor de sluiting van eet- en drinkgelegenheden en terrassen blijven tot nader order van kracht op deze locaties.	False	False	False	True	False	False	False	False
55	Daarnaast moeten zij aan leerlingen vragen het openbaar vervoer te mijden.	False	False	False	False	False	False	False	False
56	Op 24 april en 8 mei heb ik u opdracht gegeven om uw bevoegdheden op het terrein van publieke gezondheid en openbare orde en veiligheid in te zetten om verschillende maatregelen te nemen die nodig zijn voor de bestrijding van COVID_x0002_19.	False	False	False	False	False	False	False	False
57	De volgende uitzonderingen op dit verbod op samenkomsten gelden, mits betrokkenen te allen tijde 1,5 meter afstand houden tot de dichtstbijzijnde  persoon:	False	False	True	False	False	False	False	False
58	Ook voor structurele vrijwilligers is een uitzondering mogelijk.	False	False	False	False	False	False	False	False
59	Ik geef u nu opdracht om enkele maatregelen met ingang van 1 juni 2020, 12.00 uur en, voor zover het middelbaar beroepsonderwijs en hoger onderwijs betreft, 15 juni 2020, aan te passen.	False	False	False	False	False	False	False	False
60	De in de voetnoot genoemde aanwijzingen) zijn met ingang van 29 april 2020 niet meer van toepassing.	False	False	False	False	False	False	False	False
61	In afwijking van deel I, onderdeel 1 en 2, van de aanwijzing van 24 april 2020 mogen bioscopen, filmhuizen, concertzalen, podia voor alle genres van muziek, theaters en hiermee vergelijkbare culturele instellingen vanaf 1 juni 12.00 uur op publiekgerichte activiteiten organiseren.	False	False	False	True	False	False	False	False
62	b. samenkomsten die noodzakelijk zijn voor de continuering van de dagelijkse werkzaamheden van instellingen, bedrijven en andere organisaties, waaronder begrepen de organisatie van staatsexamens, mits daarbij niet meer dan 100 personen aanwezig zijn.	False	False	False	False	False	False	False	False
63	Musea, presentatie-instellingen en monumenten met een publieksfunctie mogen  per 1 juni, 12.00 uur ook weer open voor bezoekers.	False	False	False	True	False	False	False	False
64	Bij aanpalende terrassen zorgen de beheerders van deze terrassen gezamenlijk voor het in acht kunnen nemen van de anderhalve meter.	False	False	False	False	False	False	False	False
65	De opdracht inzake het verbod voor evenementen wordt verlengd tot 1 september 2020.	False	False	False	True	False	False	False	False
66	Het onderwijs wordt stapsgewijs weer opgestart.	False	False	False	True	False	False	False	False
67	2. Verbod voor alle overige samenkomsten, waarbij uitzonderingen gelden voor de volgende samenkomsten, mits betrokkenen te allen tijde 1,5 meter afstand houden tot de dichtstbijzijnde persoon:	False	False	False	True	False	False	False	False
68	Uiterlijk 28 april zal een heroverweging van de maatregelen plaatsvinden.	False	False	False	False	False	False	False	False
69	- uitvaarten en huwelijksvoltrekkingen mits daarbij niet meer dan 30 personen aanwezig zijn;	False	False	False	False	False	False	False	False
70	De nieuwe opdracht betreft de periode vanaf 29 april tot en met 19 mei 2020.	False	False	False	False	False	False	False	False
71	Toiletten kunnen wel gebruikt worden.	False	False	False	False	False	False	False	False
72	Het gedeeltelijk verbod op de openstelling van kinder- en buitenschoolse opvang komt eveneens te vervallen.	False	False	False	True	False	False	False	False
73	De maatregelen worden hieronder in de volgende bijlagen beschreven:	False	False	False	False	False	False	False	False
74	a. vluchten als bedoeld in het eerste lid, die op het tijdstip van inwerkingtreding reeds zijn aangevangen;	False	False	False	False	False	False	False	False
75	Met ingang van 11 mei is de uitoefening van contactberoepen weer toegestaan.	False	False	False	True	False	False	False	False
76	- de organisatie van onderwijs op afstand, waarbij studenten en leerlingen via  een (digitaal) medium onderwijs krijgen in de thuissituatie;	False	False	False	False	False	False	False	False
77	Hierbij geldt dat de 1,5 m gehandhaafd wordt vanaf 3 personen.	False	False	False	False	False	False	False	False
78	- wettelijk verplichte samenkomsten, zoals vergaderingen van gemeenteraden, mits daarbij niet meer dan 100 personen aanwezig zijn, alsook vergaderingen van de Staten-Generaal;	False	False	False	False	False	False	False	False
79	Dit betekent dat het vanaf 11 mei ook mogelijk wordt om in overdekte zwemgelegenheden te sporten en bewegen.	False	False	False	True	False	False	False	False
80	Gehoord hebbende het advies van het Outbreak Management Team en het Bestuurlijk Afstemmingsoverleg van 12 maart 2020 heeft de Ministeriële Commissie Crisisbeheersing op 15 maart 2020 besloten dat er vanaf 16 maart 2020 tot en  met 6 april 2020 geen onderwijsactiviteiten en geen opvang geboden mogen worden in onderwijsinstellingenl en verblijven voor kinderopvang en gastouderopvang met enkele uitzonderingen die hierna worden beschreven.	False	False	False	True	False	False	False	False
81	Voor de onder 4 tot en met 7 genoemde maatregelen kunt u een voorziening in de noodverordening te treffen, opdat optreden krachtens die verordening mogelijk is indien dat noodzakelijk is.	False	False	False	False	False	False	False	False
82	Gasten dienen vooraf te reserveren.	False	False	False	False	False	False	False	False
83	Ik geef u opdracht om wel de mogelijkheid te houden op te treden wanneer er bij de uitoefening van contactberoepen, ondanks nadrukkelijke inspanningen van de beoefenaren en beheerders, geen 1,5 meter afstand wordt gehouden tussen klanten en/of bezoekers onderling.	False	False	False	False	False	False	False	False
84	In de opvolging van deze opdracht heeft u de mogelijkheid om deze locaties te sluiten of gesloten te houden indien u van oordeel bent dat de maatregel om 1,5 meter afstand te houden (naar verwachting) niet goed wordt nageleefd of niet goed na te leven is of dat u problemen verwacht dan wel constateert met het ge bruik van het mobiliteitssysteem en in het bijzonder het openbaar vervoer.	False	False	False	False	False	False	False	False
85	- Buiten sporten en bewegen voor personen van 19 jaar en ouder is toegestaan, onder andere in teamverband. Voor deze leeftijdsgroep geldt, net  als bij de leeftijdsgroepen tot 19 jaar, dat zij geen wedstrijden mogen organiseren, niet aan wedstrijden mogen deelnemen en rondom het sporten en bewegen geen gebruik mogen maken van gemeenschappelijke was- en douchevoorzieningen.	False	False	False	True	False	False	False	False
86	Artikel 1. (begripsomschrijving)    In deze regeling wordt verstaan onder:	False	False	False	False	False	False	False	False
87	Dat geldt  ook voor publieke locaties, zoals musea, concertzalen, theaters en sportclubs en  sportwedstrijden.	False	False	False	True	False	False	False	False
88	5. Sluiten van winkels en markten, of beëindigen van openbaar vervoer, indien deze voorzieningen zich niet of niet in voldoende mate houden aan de verwezenlijking van de beperkende maatregelen met betrekking tot het houden van 1,5 meter afstand tussen alle in de voorziening aanwezige personen, of aan het op adequate wijze zichtbaar duidelijk maken daarvan.	False	False	False	False	False	False	False	False
89	Bezoekers dienen vooraf per tijdvak te reserveren.	False	False	False	False	False	False	False	False
90	1. Om redenen van openbare orde en veiligheid is ter bescherming van de volksgezondheid de uitoefening van burgerluchtverkeer in het luchtruim boven Nederland verboden voor luchtverkeer dat het vervoer van passagiers tot doel heeft, met luchthavens gelegen op Nederlands grondgebied als plaats van bestemming.	False	False	False	True	False	False	False	False
91	2 Het verbod, bedoeld in het eerste lid, geldt voor het luchtverkeer afkomstig uit de volgende landen die een hoog-risico vormen bij de verspreiding van het virus dat COVID-19 veroorzaakt:e. Spanje;	False	False	False	True	False	False	False	False
92	Een zichtbaar gescheiden podium wordt als een afzonderlijke ruimte beschouwd.	False	False	False	False	False	False	False	False
93	Gelet op artikel 21 van Verordening (EG) Nr. 1008/2008 van het Europees Parlement en de Raad van 24 september 2008 inzake gemeenschappelijke regels voor de exploitatie van luchtdiensten in de Gemeenschap (PbEU 2008, L 293) en artikel 5.10, eerste lid, onderdeel a, van de Wet luchtvaart;	False	False	False	False	False	False	False	False
94	Gehoord hebbende het advies van het Outbreak Management Team en het Bestuurlijk Afstemmingsoverleg van 18 maart 2020 en een advies van Verenso (Vereniging van specialisten ouderengeneeskunde) heeft de Ministeriële Commissie Crisisbeheersing van 19 maart 2020, in aanwezigheid van een vertegenwoordigervan de voorzitters veiligheidsregio's, besloten dat vanaf 20 maart 2020 tot en met 6 april 2020 alle verpleeghuizen en kleinschalige woonvormen in de ouderenzorg preventief worden gesloten voor bezoek en voor alle anderen die niet noodzakelijk zijn voor de basiszorg.	False	False	True	False	False	False	False	False
95	- samenkomsten van religieuze of levensbeschouwelijke aard, mits daarbij niet meer dan 30 personen aanwezig zijn.	False	False	False	False	False	False	False	False
96	Voor zwemgelegenheden geldt dat ge meenschappelijke was- en douchegelegenheden niet gebruikt kunnen worden.	False	False	False	False	False	False	False	False
97	3. Sluiten van casino's, speelhallen en daarmee vergelijkbare instellingen, alsook  sluiten van zaken waarbinnen op de uiterlijke verzorging gerichte contactberoepen worden uitgeoefend, zoals kapperszaken en nagelsalons.	False	False	False	True	False	False	False	False
98	2 Het verbod, bedoeld in het eerste lid, geldt voor het luchtverkeer afkomstig uit de volgende landen die een hoog-risico vormen bij de verspreiding van het virus dat COVID-19 veroorzaakt:c. Iran;	False	False	False	True	False	False	False	False
99	De beheerders van deze locaties zijn ervoor verantwoordelijk plannen te maken waarmee ze er onder andere voor zor gen dat de 1,5 meter afstand bewaard blijft en de belasting voor het mobiliteits systeem en in het bijzonder het openbaar vervoer acceptabel blijft.	False	False	False	False	False	False	False	False
100	Terrassen dienen aan de bovenzijde volledig open te zijn, dan wel aan de drie zijdes volledig open te zijn.	False	False	False	False	False	False	False	False
101	- de organisatie van toetsing en examens, mits zorgvuldige maatregelen zijn getroffen om het risico van besmetting te beperken.	False	False	False	False	False	False	False	False
102	In deze opdracht heb ik de eerdere aanwijzingen die ik aan alle voorzitters van de veiligheidsregio heb verstrekt, verwerkt en aangepast.	False	False	False	False	False	False	False	False
103	Binnen deze gelegenheden moeten de aanwezigen 1,5 meter afstand houden, met uitzondering van personen die een gezamenlijk huishouden vormen.	False	False	True	False	False	False	False	False
104	b) als het de afstand tot kinderen tot en met 12 jaar betreft, of	False	False	False	False	False	False	False	False
105	4. In het openbaar vervoer is per 1 juni voor reizigers vanaf 13 jaar het dragen van een niet-medisch mondneuskapje verplicht.	False	False	True	False	False	False	False	False
106	Als u constateert dat onderwijsinstellingen of aanbieders van kinderopvang of  gastouderopvang zich niet aan deze crisismaatregel houden en er aanhoudend  meer leerlingen, studenten of kinderen aanwezig zijn op een locatie dan nodig is voor de bovengenoemde doelen, geef ik u opdracht op basis van artikel 7 van de Wet publieke gezondheid en met inachtneming van artikel 39, eerste lid, van de Wet veiligheidsregio's, de onderwijsinstelling of het verblijf voor kinderopvang of gastouderopvang te sluiten, bijvoorbeeld met behulp van een noodbevel.	False	False	False	True	False	False	False	False
107	Uitgezonderd van deze opdracht zijn hotels, thuisbezorgde maaltijden en catering.	False	False	False	True	False	False	False	False
108	In de week van 1 juni 2020 besluit het kabinet opnieuw over het verlengen en/of aanpassen van maatregelen.	False	False	False	False	False	False	False	False
109	1,5-meternorm en samenkomsten	False	False	False	False	False	False	False	False
110	6. Sluiten van alle vormen van locaties, waaronder vakantieparken, campings, parken, natuurgebieden en stranden, indien op deze locaties niet of niet in vol doende mate de beperkende maatregel met betrekking tot het houden van 1,5 meter afstand tussen daar aanwezige personen in acht wordt genomen of het niet in acht nemen daarvan dreigt.	False	False	False	True	False	False	False	False
111	De sluiting van sanitaire voorzieningen geldt in deze locaties alleen voor gemeenschappelijke was- en douchegelegenhe den.	False	False	False	False	False	False	False	False
112	De bepaling in II, onderdeel 4 van de aanwijzing van 24 april komt als volgt te luiden:	False	False	False	False	False	False	False	False
113	De onder 2 tot en met 7 bedoelde maatregelen zullen uiterlijk 6 april 2020 worden heroverwogen.	False	False	False	False	False	False	False	False
114	Een eet- en drinkgelegenheid waar ook een dansvloer is, mag openblijven mits de dansvloer is gesloten.	False	False	False	True	False	False	False	False
115	Beëindigen of beperken van voorzieningen voor openbaar vervoer, in overleg met de vervoerder, indien deze zich niet of onvoldoende mate houden aan de verwezenlijking van de beperkende maatregelen met betrekking tot het dragen van een mondneuskapje en het zo veel mogelijk houden van 1,5 meter afstand tussen alle in de voorziening aanwezige personen, of aan het op adequate wijze zichtbaar duidelijk maken daarvan, mits de beëindiging van deze voorziening het transport van personen die werkzaam zijn in vitale processen of transport dat anderszins noodzakelijk is voor de mobiliteit van Nederland niet onnodig belemmert.	False	False	False	True	False	False	False	False
116	De locaties kunnen, en moeten waar nodig, wel gebruikt worden voor:	False	False	False	False	False	False	False	False
117	Daarnaast is van groepsvorming geen sprake als het kinderen tot en met 12 jaar betreft die samen spelen onder toezicht van een of meer ouders of voogden die daarbij onderling een afstand van 1,5 meter in acht nemen.	False	False	False	False	False	False	False	False
118	Bibliotheken, pretparken en dierentuinen	False	False	False	False	False	False	False	False
119	2 Het verbod, bedoeld in het eerste lid, geldt voor het luchtverkeer afkomstig uit de volgende landen die een hoog-risico vormen bij de verspreiding van het virus dat COVID-19 veroorzaakt:d. Zuid-Korea;	False	False	False	True	False	False	False	False
120	Voor het overige worden de aanwijzingen van 24 april en 8 mei verlengd.	False	False	False	False	False	False	False	False
121	Alle aanwezigen dienen onderling 1.5 meter afstand te houden, met uitzondering van personen die een gezamenlijk huishouden vormen.	False	False	False	False	False	False	False	False
122	Buiten sporten en bewegen	False	False	False	False	False	False	False	False
123	1. Verbod voor alle vergunningsplichtige en meldplichtige evenementen tot 1 juni  2020.	False	False	False	True	False	False	False	False
124	Dat geldt ook voor publieke locaties, zoals musea, concertzalen, theathers en sportwedstrijden.	False	False	False	True	False	False	False	False
125	Hierbij gaat het om o.a. activiteiten in het kader van dagbesteding, dagopvang, dagbehandeling en voortgezet speciaal onderwijs inclusief vervoer.	False	False	False	False	False	False	False	False
126	Ik hou er rekening mee dat deze maatregel na 6 april 2020 verlengd zal worden.	False	False	False	False	False	False	False	False
127	Per afzonderlijke ruimte binnen deze instellingen mogen maximaal 30 bezoekers tegelijkertijd aanwezig zijn.	False	False	False	False	False	False	False	False
128	Bioscopen en culturele instellingen.	False	False	False	False	False	False	False	False
129	Op basis van artikel 7 van de Wet publieke gezondheid en met inachtneming van artikel 39, eerste lid, van de Wet veiligheidsregio's, geef ik u daarom opdracht om uw bevoegdheden op het terrein van openbare orde en veiligheid in te zetten als verpleeghuizen of kleinschalige woonvormen, ondanks nadrukkelijke inspanningen van hun kant, problemen ervaren met het weigeren van bezoekers of derden die de locatie proberen binnen te komen.	False	False	True	False	False	False	False	False
130	Voor de handhaving kunt u eventueel ook gebruik maken van artikel 47 van de Wet publieke gezondheid.	False	False	False	False	False	False	False	False
131	Naast deze aanwijzing heb ik op 17 april voor vijf veiligheidsregio's met een luchthaven een afzonderlijke aanwijzing gegeven.	False	False	False	True	False	False	False	False
132	Bezoekers moeten vooraf reserveren.	False	False	False	False	False	False	False	False
133	De eerdere uitzonderingen voor georganiseerd buiten sporten en bewegen voor kinderen tot en met 18 jaar omvatten overigens mede, onder dezelfde voorwaar den (georganiseerd, buiten, 13 tot en met 18 jaar afstand houden), activiteiten van scouting-, cultuur-, kunst-, en andere jeugdverenigingen.	False	False	False	True	False	False	False	False
134	Commerciële horecagelegenheden bij of op sportaccommodaties mogen onder bovengenoemde voorwaarden wel open voor gasten.	False	False	False	True	False	False	False	False
