id	text	event1	event2	event3	event4	event5	event6	event7	event8
NLD100080	Uiterlijk in de week van 12 mei 2020 zal een heroverweging plaatsvinden van de maatregelen die gelden tot en met 19 mei.	False	False	False	False	False	False	False	False	False
NLD100081	De maatregelen worden hieronder in de volgende bijlagen beschreven:	False	False	False	False	False	False	False	False	False
NLD100082	I . Bepalingen voor evenementen, samenkomsten en het niet in acht nemen van een veilige afstand van 1,5 meter	False	False	False	False	False	False	False	False	False
NLD100083	II. Bepalingen voor bedrijven en locaties, contactberoepen en voorzieningen voor openbaar vervoer	False	False	False	False	False	False	False	False	False
NLD100084	III. Bepalingen voor onderwijsinstellingen en verblijven voor kinderopvang, buitenschoolse opvang en gastouderopvang	False	False	False	False	False	False	False	False	False
NLD100085	IV Bepalingen voor verpleeghuizen en andere kleinschalige woonvormen in de ouderenzorg	False	False	False	False	False	False	False	False	False
NLD100086	Ik geef u opdracht een uitzondering toe te voegen aan het eerdere verbod op samenkomsten;	False	False	False	False	False	False	False	False	False
NLD100087	- Buiten sporten en bewegen voor personen van 19 jaar en ouder is toegestaan, onder andere in teamverband. Voor deze leeftijdsgroep geldt, net  als bij de leeftijdsgroepen tot 19 jaar, dat zij geen wedstrijden mogen organiseren, niet aan wedstrijden mogen deelnemen en rondom het sporten en bewegen geen gebruik mogen maken van gemeenschappelijke was- en douchevoorzieningen.	False	False	False	False	False	False	False	False	False
NLD100088	Uiteraard moeten betrokkenen te allen tijde 1,5 meter afstand houden tot de dichtstbijzijnde persoon.	False	False	False	False	False	False	False	False	False
NLD100089	De eerdere uitzonderingen voor georganiseerd buiten sporten en bewegen voor kinderen tot en met 18 jaar omvatten overigens mede, onder dezelfde voorwaar den (georganiseerd, buiten, 13 tot en met 18 jaar afstand houden), activiteiten van scouting-, cultuur-, kunst-, en andere jeugdverenigingen.	False	False	False	False	False	False	False	False	False
NLD100090	Bibliotheken, pretparken en dierentuinen	False	False	False	False	False	False	False	False	False
NLD100091	Verder geef ik u opdracht om de mogelijkheid om winkels en markten uit te zon deren van het verbod op samenkomsten, uit te breiden met bibliotheken, pretpar ken en dierentuinen, mits bezoekers en werknemers te allen tijde 1,5 meter af stand houden tot de dichtstbijzijnde persoon.	False	False	False	False	False	False	False	False	False
NLD100092	De beheerders van deze locaties zijn ervoor verantwoordelijk plannen te maken waarmee ze er onder andere voor zor gen dat de 1,5 meter afstand bewaard blijft en de belasting voor het mobiliteits systeem en in het bijzonder het openbaar vervoer acceptabel blijft.	False	False	False	False	False	False	False	False	False
NLD100093	De algemene bepalingen voor de sluiting van eet- en drinkgelegenheden en terrassen blijven tot nader order van kracht op deze locaties.	False	False	False	False	False	False	False	False	False
NLD100094	De sluiting van sanitaire voorzieningen geldt in deze locaties alleen voor gemeenschappelijke was- en douchegelegenhe den.	False	False	False	False	False	False	False	False	False
NLD100095	Toiletten kunnen wel gebruikt worden.	False	False	False	False	False	False	False	False	False
NLD100096	In de opvolging van deze opdracht heeft u de mogelijkheid om deze locaties te sluiten of gesloten te houden indien u van oordeel bent dat de maatregel om 1,5 meter afstand te houden (naar verwachting) niet goed wordt nageleefd of niet goed na te leven is of dat u problemen verwacht dan wel constateert met het ge bruik van het mobiliteitssysteem en in het bijzonder het openbaar vervoer.	False	False	False	False	False	False	False	False	False
NLD100097	Zwemgelegenheden en sportclubs	False	False	False	False	False	False	False	False	False
NLD100098	Alle zwemgelegenheden kunnen vanaf 11 mei opengesteld worden.	False	False	False	False	False	False	False	False	False
NLD100099	Dit betekent dat het vanaf 11 mei ook mogelijk wordt om in overdekte zwemgelegenheden te sporten en bewegen.	False	False	False	False	False	False	False	False	False
NLD100100	De beheerders van de zwemgelegenheden zijn ervoor verantwoordelijk dat de maatregel om 1,5 meter afstand te houden goed wordt nageleefd in en om de zwemgelegenheden.	False	False	False	False	False	False	False	False	False
NLD100101	Voor zwemgelegenheden geldt dat ge meenschappelijke was- en douchegelegenheden niet gebruikt kunnen worden.	False	False	False	False	False	False	False	False	False
NLD100102	Toiletten kunnen wel gebruikt worden.	False	False	False	False	False	False	False	False	False
NLD100103	Ik geef u de opdracht om de sluiting van zwemgelegenheden te beëindigen, maar wel de mogelijkheid te houden om deze locaties te sluiten of gesloten te houden indien u van oordeel bent dat de maatregel om 1,5 meter afstand te houden niet goed wordt nageleefd.	False	False	False	False	False	False	False	False	False
NLD100104	Verder geef ik u opdracht om een uitzondering te maken op de sluiting van inrichtingen voor sporten en bewegen voor zover dat nodig is om buiten sporten voor personen van 19 jaar en ouder mogelijk te maken.	False	False	False	False	False	False	False	False	False
NLD100105	Contactberoepen	False	False	False	False	False	False	False	False	False
NLD100106	Met ingang van 11 mei is de uitoefening van contactberoepen weer toegestaan.	False	False	False	False	False	False	False	False	False
NLD100107	Het verbod op het uitoefenen van het contactberoep geldt nog wel voor sekswer kers, zij mogen hun beroep nog niet uitoefenen.	False	False	False	False	False	False	False	False	False
NLD100108	Het toestaan van de uitoefening van contactberoepen betekent dat ook de inrichtingen waar de op de uiterlijke verzorging gerichte contactberoepen worden uitgeoefend weer volledig openge steld en benut kunnen worden.	False	False	False	False	False	False	False	False	False
NLD100109	De beoefenaren van contactberoepen en de beheerders van inrichtingen waar contactberoepen worden uitgeoefend zijn verantwoordelijk voor het regelen en organiseren van de maatregelen die nodig zijn om het werk op een zorgvuldige manier te doen.	False	False	False	False	False	False	False	False	False
NLD100110	Ik geef u opdracht om wel de mogelijkheid te houden op te treden wanneer er bij de uitoefening van contactberoepen, ondanks nadrukkelijke inspanningen van de beoefenaren en beheerders, geen 1,5 meter afstand wordt gehouden tussen klanten en/of bezoekers onderling.	False	False	False	False	False	False	False	False	False
NLD100111	Ik geef u nu opdracht om enkele maatregelen met ingang van 1 juni 2020, 12.00 uur en, voor zover het middelbaar beroepsonderwijs en hoger onderwijs betreft, 15 juni 2020, aan te passen.	False	False	False	False	False	False	False	False	False
NLD100112	Voor het overige worden de aanwijzingen van 24 april en 8 mei verlengd.	False	False	False	False	False	False	False	False	False
NLD100113	In de week van 1 juni 2020 besluit het kabinet opnieuw over het verlengen en/of aanpassen van maatregelen.	False	False	False	False	False	False	False	False	False
NLD100114	1,5-meternorm en samenkomsten	False	False	False	False	False	False	False	False	False
NLD100115	A. Deel I, onderdeel 3, van de aanwijzing van 24 april 2020 komt als volgt te luiden:	False	False	False	False	False	False	False	False	False
NLD100116	3. Er is een verbod op het in de publieke ruimte (incl. vaartuigen en voertuigen) niet in acht nemen van een onderlinge afstand van 1,5 meter.	False	False	False	False	False	False	False	False	False
NLD100117	Dit verbod geldt niet indien het personen betreft	False	False	False	False	False	False	False	False	False
NLD100118	a) die een gezamenlijk huishouden vormen,	False	False	False	False	False	False	False	False	False
NLD100119	b) als het de afstand tot kinderen tot en met 12 jaar betreft, of	False	False	False	False	False	False	False	False	False
NLD100120	c) indien het een persoon betreft met een handicap en diens begeleiders.	False	False	False	False	False	False	False	False	False
NLD100121	Ten aanzien van dit verbod geldt dat de 1,5 meter in de publieke ruimte gehandhaafd wordt vanaf drie personen.	False	False	False	False	False	False	False	False	False
NLD100122	B Het verbod op samenkomsten in de aanwijzing van 24 april, deel I onderdeel 2, komt als volgt te luiden:2. Samenkomsten van meer dan dertig personen, exclusief personeel, in voor publiek openstaande gebouwen en daarbij behorende erven en in besloten plaatsen, met uitzondering van woningen, zijn verboden.	False	False	False	False	False	False	False	False	False
NLD100123	Voor samenkomsten tot en met dertig personen geldt dat betrokkenen te allen tijde 1,5 meter afstand moeten houden tot de dichtstbijzijnde persoon.	False	False	False	False	False	False	False	False	False
NLD100124	De volgende uitzonderingen op dit verbod op samenkomsten gelden, mits betrokkenen te allen tijde 1,5 meter afstand houden tot de dichtstbijzijnde  persoon:	False	False	False	False	False	False	False	False	False
NLD100125	a. wettelijk verplichte samenkomsten, zoals vergaderingen van gemeenteraden, mits daarbij niet meer dan 100 personen aanwezig zijn, alsook vergaderingen van de Staten-Generaal;	False	False	False	False	False	False	False	False	False
NLD100126	b. samenkomsten die noodzakelijk zijn voor de continuering van de dagelijkse werkzaamheden van instellingen, bedrijven en andere organisaties, waaronder begrepen de organisatie van staatsexamens, mits daarbij niet meer dan 100 personen aanwezig zijn.	False	False	False	False	False	False	False	False	False
NLD100127	Voor winkels, markten, bibliotheken, pretparken, dierentuinen, musea en presentatie-instellingen kan een uitzondering worden gemaakt van het verbod op samenkomsten mits bezoekers en werknemers te allen tijde 1,5 meter afstand houden tot de dichtstbijzijnde persoon.	False	False	False	False	False	False	False	False	False
NLD100128	De beheerders van deze locaties zijn ervoor verantwoordelijk plannen te maken waarmee ze er onder andere voor zorgen dat de 1,5 meter afstand bewaard blijft en de belasting voor het mobiliteitssysteem en in het bijzonder het openbaar vervoer acceptabel blijft.	False	False	False	False	False	False	False	False	False
NLD100129	In de opvolging van deze opdracht heeft u de mogelijkheid om deze locaties te sluiten of gesloten te houden indien u van oordeel bent dat de maatregel om 1,5 meter afstand te houden (naar verwachting) niet goed wordt nageleefd of niet goed na te leven is of dat u problemen verwacht dan wel constateert met het gebruik van het mobiliteitssysteem en in het bijzonder het openbaar vervoer.	False	False	False	False	False	False	False	False	False
NLD100130	C Waar dat redelijkerwijs nodig is, mogen kwetsbare jongeren (13-18) onderling en kwetsbare jongeren met jeugdprofessionals afwijken van de 1,5 meter maatregel in de jeugdhulp.	False	False	False	False	False	False	False	False	False
NLD100131	Hierbij gaat het om o.a. activiteiten in het kader van dagbesteding, dagopvang, dagbehandeling en voortgezet speciaal onderwijs inclusief vervoer.	False	False	False	False	False	False	False	False	False
NLD100132	Eet- en drinkgelegenheden	False	False	False	False	False	False	False	False	False
NLD100133	In afwijking van deel II, onderdeel 1 van de aanwijzing van 24 april 2020 mogen  eet- en drinkgelegenheden, met inbegrip van terrassen per 1 juni vanaf 12.00 uur onder voorwaarden weer open voor gasten.	False	False	False	False	False	False	False	False	False
NLD100134	Dansgelegenheden blijven gesloten.	False	False	False	False	False	False	False	False	False
NLD100135	Een eet- en drinkgelegenheid waar ook een dansvloer is, mag openblijven mits de dansvloer is gesloten.	False	False	False	False	False	False	False	False	False
NLD100136	In de binnenruimte van eet- en drinkgelegenheden mogen maximaal 30 gasten per gebouw aanwezig zijn.	False	False	False	False	False	False	False	False	False
NLD100137	Binnen deze gelegenheden moeten de aanwezigen 1,5 meter afstand houden, met uitzondering van personen die een gezamenlijk huishouden vormen.	False	False	False	False	False	False	False	False	False
