ID,DOCDATE,DOCID,SENID,COUNTRYNAME,COUNTRYACR,COUNTRYCODE,REGION,REGION CODE,MUNICIPALITY,IDARTICLE,LEGAL_TEXT_OR,LEGAL TEXT_EN,COMMENT,AUTHORITY,COVERAGE,LEGALFORM,VERIFLEGAL,TARGETEDGROUPS,CONSTRAINTS,ANNOUNCE,TOTALNBFINES,TOTALNBJAIL,TOTALNBRARRTESTS,TYPEVENT1,SUBTYPEVENT101,SUBTYPEVENT102,SUBTYPEVENT103,SUBTYPEVENT104,SUBTYPEVENT105,SUBTYPEVENT106,SUBTYPEVENT107,SUBTYPEVENT108,SUBTYPEVENT109,SUBTYPEVENT110,SUBTYPEVENT111,COMMENT1,TYPEVENT2,SUBTYPEVENT201,SUBTYPEVENT202,SUBTYPEVENT203,SUBTYPEVENT204,SUBTYPEVENT205,SUBTYPEVENT206,SUBTYPEVENT207,COMMENT2,TYPEVENT3,SUBTYPEVENT301,SUBTYPEVENT302,SUBTYPEVENT303,SUBTYPEVENT304,SUBTYPEVENT305,SUBTYPEVENT306,SUBTYPEVENT307,SUBTYPEVENT308,SUBTYPEVENT309,SUBTYPEVENT310,SUBTYPEVENT311,COMMENT3,TYPEVENT4,SUBTYPEVENT401,SUBTYPEVENT421,SUBTYPEVENT402,SUBTYPEVENT403,SUBTYPEVENT404,SUBTYPEVENT405,SUBTYPEVENT406,SUBTYPEVENT407,SUBTYPEVENT427,SUBTYPEVENT408,SUBTYPEVENT409,SUBTYPEVENT410,SUBTYPEVENT411,SUBTYPEVENT412,SUBTYPEVENT413,SUBTYPEVENT414,SUBTYPEVENT415,COMMENT4,TYPEVENT9,SUBTYPEVENT901,SUBTYPEVENT902,SUBTYPEVENT903,SUBTYPEVENT904,SUBTYPEVENT905,COMMENT9,TYPEVENT5,SUBTYPEVENT501,SUBTYPEVENT502,SUBTYPEVENT503,SUBTYPEVENT504,SUBTYPEVENT505,SUBTYPEVENT506,SUBTYPEVENT507,SUBTYPEVENT508,COMMENT5,TYPEVENT6,SUBTYPEVENT601,SUBTYPEVENT602,SUBTYPEVENT603,SUBTYPEVENT604,SUBTYPEVENT605,SUBTYPEVENT606,SUBTYPEVENT607,SUBTYPEVENT608,SUBTYPEVENT609,SUBTYPEVENT610,SUBTYPEVENT611,SUBTYPEVENT612,SUBTYPEVENT613,SUBTYPEVENT614,COMMENT6,TYPEVENT7,SUBTYPEVENT701,SUBTYPEVENT702,SUBTYPEVENT703,SUBTYPEVENT704,SUBTYPEVENT705,SUBTYPEVENT706,SUBTYPEVENT707,SUBTYPEVENT708,SUBTYPEVENT709,SUBTYPEVENT710,SUBTYPEVENT711,COMMENT7,TYPEVENT8,SUBTYPEVENT801,SUBTYPEVENT802,SUBTYPEVENT803,SUBTYPEVENT804,SUBTYPEVENT805,SUBTYPEVENT806,COMMENT8
363,,ITA10012,ITA100363,,ITA,0,,,,,"Il Soggetto attuatore del Ministero della salute è autorizzato a prorogare i contratti già autorizzati ai sensi dell’articolo 1, comma 2 dell’ordinanza del Ministero della salute del 25 gennaio 2020 ed a conferire ulteriori incarichi di collaborazione coordinata e continuativa, a personale medico, nel numero massimo di 77 unità, della durata non superiore al termine di vigenza dello stato di emegenza","The Implementing Entity of the Ministry of Health is authorized to extend the contracts already authorized under Article 1, paragraph 2 of the Order of the Ministry of Health of January 25, 2020 and to confer further assignments of coordinated and continuous collaboration, to medical personnel, in the maximum number of 77 units, for a duration not exceeding the term of the state of emegency",,,,,0,,,0,,,,1,100,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,
364,22-Feb-20,ITA10014,ITA100364,,ITA,0,,,,,"Sospensione di tutte le manifestazioni pubbliche, di qualsiasi natura, comprese le cerimonie religiose;","Suspension of all public events of any nature, including religious ceremonies religious ceremonies;",,,,,0,,,0,,,,0,,,,,,,,,,,,,1,,,,,,100,,,0,,,,,,,,,,,,,1,,,100,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,
365,,ITA10014,ITA100365,,ITA,0,,,,,"Sospensionedi tutte le attività commerciali, ad esclusione di quelle di pubblica utilità e dei servizi essenziali di cui agli articoli 1 e 2 della legge 12 giugno 1990,n.146, fatto salvo quanto disposto nei punti successivi","Suspension of all commercial activities, with the exception of those of public utility and essential services essential services referred to in Articles 1 and 2 of Law June 12, 1990, n.146, subject to the provisions of provisions in the following points",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,,,,,,,100,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,
366,,ITA10014,ITA100366,,ITA,0,,,,,"3) Sospensione delle attività lavorative per le imprese dei comuni sopraindicati, ad esclusione di
quelle che erogano servizi essenziali tra cui la zootecnia, e di quelle che possono essere svolte al
proprio domicilio (quali, ad esempio, quelle svolte in telelavoro);","3) Suspension of work activities for companies in the municipalities mentioned above, with the exception of those that provide essential services including zootechnics, and those that can be carried out at
home (such as, for example, those carried out in telework);",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,,,,,,,,,100,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,
367,,ITA10014,ITA100367,,ITA,0,,,,,"Sospensione dello svolgimento delle attività lavorative per i lavoratori residenti nei comuni
sopraindicati, anche al di fuori dell’area indicata, ad esclusione di quelli che operanonei servizi essenziali;","4) Suspension of work for workers residing in the above-mentioned municipalities, including those outside the area indicated, with the exception of those working in essential services",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,,,,,,,,,100,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,
368,,ITA10014,ITA100368,,ITA,0,,,,,"Sospensione della partecipazione ad attività ludiche e sportive per i cittadini residenti nei
predetti comuni indipendentemente dal luogo di svolgimento della manifestazione;",Suspension of participation in recreational and sporting activities for citizens residing in these municipalities regardless of the place of the event;,,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,100,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,
369,,ITA10014,ITA100369,,ITA,0,,,,,Sospensione dei servizi educativi dell’infanzia e delle scuole di ogni ordine e grado nei comuni sopraindicati;, Suspension of the educational services of childhood and schools of all levels in the municipalities above mentioned;,,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,
370,,ITA10014,ITA100370,,ITA,0,,,,,"Sospensione della frequenza delle attività scolastiche e dei servizi educativi da parte della popolazione residente nei comuni sopracitati, con l’esclusione della frequenza dei corsi telematici universitari","Suspension of attendance of school activities and educational services by the population residing in the municipalities mentioned above, with the exclusion of the frequency of university online courses",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,,,,100,100,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,
371,,ITA10014,ITA100371,,ITA,0,,,,,Interdizione delle fermate dei mezzi pubblici nei comuni sopra indicati.,Interdiction of public transportation stops in the above municipalities.,,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,,,100,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,
372,22-Feb-20,ITA10020,ITA100372,,ITA,0,,,,,"L’azienda sanitaria territorialmente competente dispone la misura della quarantena con sorveglianza attiva, per giorni quattordici, per i soggetti che abbiano avuto contatti stretti con casi confermati positivi di malattia infettiva diffusiva COVID-19.","The territorially competent health company provides the measure of quarantine with active surveillance, for fourteen days, for subjects who have had close contact with confirmed positive cases of infectious disease COVID-19.",,,,,0,,,0,,,,1,100,,,,,,,100,,,,,0,,,,,,,,,1,,,100,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,
373,,ITA10020,ITA100373,,ITA,0,,,,,"L’azienda sanitaria territorialmente competente adotta la misura della permanenza domiciliare fiduciaria con sorveglianza attiva per i soggetti che, negli ultimi 14 giorni, abbiano fatto ingresso in Italia dopo aver soggiornato nelle aree della Cina interessate dall’epidemia."," The territorially competent Health Authority adopts the measure of fiduciary home stay with active surveillance for subjects who, in the last 14 days, have entered Italy after having stayed in the areas of China affected by the epidemic.",,,,,0,,,0,,,,1,,,,,,,,100,,,,,0,,,,,,,,,1,,,,100,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,
374,,ITA10020,ITA100374,,ITA,0,,,,,"Qualora vi siano particolari condizioni ostative alla permanenza domiciliare, l’azienda sanitaria, d’intesa con le competenti autorità locali e con le associazioni di volontariato, deve trovare misure alternative di efficacia equivalente.","If there are particular conditions that prevent the home stay, the health company, in agreement with the competent local authorities and with the local authorities and voluntary associations, must find alternative measures of equivalent equivalent effectiveness.",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,1,,,,100,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,
375,,ITA10020,ITA100375,,ITA,0,,,,,"Al manifestarsi di lievi sintomi quali rinorrea, tosse, difficoltà respiratorie e rialzo febbrile, al soggetto deve essere effettuato presso il domicilio il tampone oro–faringeo.","At the onset of mild symptoms such as rhinorrhea, cough, difficulty in breathing and fever, the subject should be given an oral-pharyngeal swab at home.",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,1,,,,,,,,,,,100,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,
376,,ITA10020,ITA100376,,ITA,0,,,,,"Ferme restando le misure di prevenzione già adottate tendenti ad evitare il ricorso diagnostico al pronto soccorso, nel caso di accesso improprio, l’addetto alla rilevazione dei dati anagrafici richiede all’utente di dichiarare, se nei precedenti 14 giorni, ha avuto contatti stretti con casi confermati di malattia infettiva COVID-19","Without prejudice to the preventive measures already adopted to avoid the diagnostic recourse to the emergency room, in case of improper access, the officer in charge of collecting personal data will ask the user to declare if in the previous 14 days he/she has had close contacts with confirmed cases of COVID-19 infectious disease",,,,,0,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,100,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,
377,,ITA10020,ITA100377,,ITA,0,,,,,"Si conferma il divieto di accedere alle strutture sanitarie per gli individui di cui all’art. 1 e art. 2 e l’utilizzo dei numeri della sorveglianza attiva (118 – Igiene pubblica territorialmente  competente) per ogni comunicazione, informazione e necessità.","The ban on access to healthcare facilities is confirmed for individuals as per art. 1 and art. 2. art. 1 and art. 2 and the use of the active surveillance numbers (118 - Public Hygiene for any communication, information and needs.",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,1,,,,,,,,,,,100,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,
378,,ITA10022,ITA100378,,ITA,0,,,,,"Decreto del Presidente del Consiglio dei Ministri del 23 febbraio 2020 - Disposizioni attuative del decreto-legge 23 febbraio 2020, n. 6, recante misure urgenti in materia di contenimento e gestione dell'emergenza epidemiologica da COVID-19.","Decree of the President of the Council of Ministers of February 23, 2020 - Implementing provisions of Decree-Law No. 6 of February 23, 2020, containing urgent measures for the containment and management of the epidemiological emergency from COVID-19.",,,,,0,,,0,,,,1,100,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,
379,,ITA10022,ITA100379,,ITA,0,,,,," divieto di allontanamento dai Comuni di cui all'allegato 1, da parte di tutti gli individui comunque presenti negli stessi;","prohibition of removal from the Municipalities indicated in Annex 1, by all individuals however present in the same;",,,,,0,,,0,,,,0,,,,,,,,,,,,,1,100,,,,,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,,100,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,
380,,ITA10022,ITA100380,,ITA,0,,,,,b) divieto di accesso nei Comuni di cui all'allegato 1,b) ban on entering the municipalities listed in Annex 1;,,,,,0,,,0,,,,0,,,,,,,,,,,,,1,100,,,,,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,,100,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,
381,,ITA10022,ITA100381,,ITA,0,,,,," sospensione di manifestazioni o iniziative di qualsiasi natura, di eventi e di ogni forma di riunione in luogo pubblico o privato, anche di carattere culturale, ludico, sportivo e religioso, anche se svolti in luoghi chiusi aperti al pubblico;","c) suspension of demonstrations or initiatives of any kind, of events and of any form of meeting in public or private places, including those of a cultural, recreational, sporting and religious nature, even if held in closed places open to the public",,,,,0,,,0,,,,0,,,,,,,,,,,,,1,,,,,100,100,,,0,,,,,,,,,,,,,1,,,100,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,
382,,ITA10022,ITA100382,,ITA,0,,,,,"sospensione dei servizi educativi dell'infanzia e delle scuole di ogni ordine e grado, nonché della frequenza delle attività scolastiche e di formazione superiore, compresa quella universitaria, salvo le attività formative svolte a distanza;","suspension of childhood education services and schools of all levels, as well as the attendance of school and higher education activities, including university, except for training activities carried out at a distance;",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,,,,100,100,100,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,
383,,ITA10022,ITA100383,,ITA,0,,,,,sospensione di viaggi di istruzione in Italia o all'estero organizzati dalle istituzioni scolastiche del sistema nazionale di istruzione;,suspension of educational trips in Italy or abroad organized by educational institutions of the national education system;,,,,,0,,,0,,,,0,,,,,,,,,,,,,1,100,,,,,,,,0,,,,,,,,,,,,,1,,,,,,100,,,,,100,100,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,
384,,ITA10022,ITA100384,,ITA,0,,,,,"sospensione dei servizi di apertura al pubblico dei musei e degli altri istituti e luoghi della cultura di cui all'art. 101 del codice dei beni culturali e del paesaggio, di cui al decreto legislativo 22 gennaio 2004, n. 42, nonché dell'efficacia delle disposizioni regolamentari sull'accesso libero o gratuito a tali istituti e luoghi;","suspension of the services of opening to the public of museums and other institutions and places of culture referred to in art. 101 of the code of cultural heritage and landscape, referred to in Legislative Decree 22 January 2004, n. 42, as well as the effectiveness of the regulatory provisions on free access to these institutions and places;",,,,,0,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,100,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,0,,,,0,0,,0,0,0,,,,,
