ID,Unique ID,Country,Region,Date,Document name,Document ID,Paragraph text,Paragraph ID,Event 1,Event 2,Event 3,Event 4,Event 5,Event 6,Event 7,Event 8,Sanctions event,Target group,Duration mentioned
15,10015,UK,UK,04.02.2020,"
Coronavirus and travel to China: Foreign Secretary's statement, 4 February 2020 ",1001,"Foreign Secretary Dominic Raab said: The safety and security of British people will always be our top priority. As such, we now advise British nationals in China to leave the country if they can, to minimise their risk of exposure to the virus. Where there are still British Nationals in Hubei Province who wish to be evacuated, we will continue to work around the clock to facilitate this.
",5,0,0,0,Restrictions on international travel,Repatriation of national citizens abroad,0,0,Press release,0,British nationals,0
16,10021,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"See latest information and actions for the public on the outbreak of Wuhan novel coronavirus, including the current situation in the UK and actions taken in the UK and abroad.",1,0,0,0,0,0,0,0,Publicity of exectuve's measures,0,0,0
17,10022,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"As of Friday 7 February 2020, a total of 620 UK tests have concluded, of which 617 were confirmed negative and 3 positive.",2,0,0,0,0,0,0,0,Publicity of exectuve's measures,0,0,0
18,10023,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"Based on the World Health Organization’s declaration that this is a public health emergency of international concern, the UK Chief Medical Officers have raised the risk to the public from low to moderate. This permits the government to plan for all eventualities. The risk to individuals remains low.",3,0,0,0,0,0,0,0,Publicity of exectuve's measures,0,General public,0
19,10024,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"If you have travelled from Wuhan or Hubei Province, China to the UK in the last 14 days you should immediately, even if you do not have symptoms of the virus: stay indoors and avoid contact with other people as you would with the flu
",4,0,Restrictions of freedom of movement,Compulsory medical measures,0,0,0,0,Publicity of exectuve's measures,0,People returning from China,0
20,10025,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,call NHS 111 to inform them of your recent travel to the area,5,0,0,Compulsory medical measures,0,0,0,0,Publicity of exectuve's measures,0,People returning from China,0
21,10026,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"If you have returned to the UK from China, Thailand, Japan, Republic of Korea, Hong Kong, Taiwan, Singapore, Malaysia or Macau in the last 14 days and develop symptoms of cough or fever or shortness of breath, you should immediately: stay indoors and avoid contact with other people as you would with the flu
",6,0,Restrictions of freedom of movement,Compulsory medical measures,0,0,0,0,Publicity of exectuve's measures,0,People returning from abroad,0
22,10027,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,call NHS 111 to inform them of your recent travel to the country,7,0,0,Compulsory medical measures,0,0,0,0,Publicity of exectuve's measures,0,People returning from abroad,0
23,10028,UK,Scotland,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"In Scotland, phone your GP or NHS 24 on 111 out of hours",8,0,0,Compulsory medical measures,0,0,0,0,Publicity of exectuve's measures,0,People returning from abroad,0
24,10029,UK,Northern Ireland,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"If you are in Northern Ireland, call 111.",9,0,0,Compulsory medical measures,0,0,0,0,Publicity of exectuve's measures,0,People returning from abroad,0
25,100210,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"The Foreign and Commonwealth Office has advised UK nationals to leave China where possible. If the situation continues to escalate the pressure on the Chinese health system may intensify, and it may also become harder for people to travel.",10,0,0,0,0,Repatriation of national citizens abroad,0,0,Publicity of exectuve's measures,0,Brirish nationals,0
26,100211,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"As of Tuesday 28 January 2020, there are currently no confirmed cases in the UK or of UK citizens abroad, and the risk to the public remains low.",11,0,0,0,0,0,0,0,Press release,0,0,0
27,100212,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,The Foreign and Commonwealth Office (FCO) are advising against all but essential travel to the Hubei Province. Anyone travelling to China should remain vigilant and check the latest travel advice on GOV.UK.,12,0,0,0,Restrictions on international travel,0,0,0,Publicity of exectuve's measures,0,0,0
28,100213,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"We have updated our guidance for individuals who have returned from Wuhan, China as follows:
If you have returned from Wuhan in the last 14 days:stay indoors and avoid contact with other people as you would with other flu viruses",13,0,Restrictions of freedom of movement,Compulsory medical measures,0,0,0,0,Publicity of exectuve's measures,0,People returning from abroad,0
29,100214,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,call NHS 111 to inform them of your recent travel to the city,14,0,0,Compulsory medical measures,0,0,0,0,Publicity of exectuve's measures,0,People returning from abroad,0
30,100215,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"Yvonne Doyle, Medical Director at PHE, said: Isolating yourself from other people, like you would with other flu viruses, is in step with the best scientific and expert advice on how to stop the coronavirus from spreading. ",15,0,Restrictions of freedom of movement,Compulsory medical measures,0,0,0,0,Publicity of exectuve's measures,0,People returning from abroad,0
31,100216,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"This means taking simple, common sense steps, such as staying at home and avoiding close contact with other people as much as possible.",16,0,Restrictions of freedom of movement,Compulsory medical measures,0,0,0,0,Publicity of exectuve's measures,0,People returning from abroad,0
32,100217,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"If you have visited Wuhan and develop a fever, difficulty breathing or a cough within 14 days, you should seek medical attention either in China or on your return to the UK.",17,0,0,0,0,0,0,0,0,0,Ill people,0
33,100218,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"In the UK, please stay indoors and avoid contact with others where possible, call your GP or ring 111 informing them of your symptoms and your recent travel to the city.",18,0,Restrictions of freedom of movement,Compulsory medical measures,0,0,0,0,0,0,Ill people,0
34,100219,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"UK public health measures are world leading and our excellent NHS is well prepared to manage and treat new diseases. We have been carefully monitoring the situation in Wuhan for some time and are ready to put in place proportionate, precautionary measures.",19,0,0,0,0,0,0,0,0,0,0,0
35,100220,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"From today, 22 January 2020, enhanced monitoring will be in place from all direct flights from Wuhan to the UK. The enhanced monitoring package includes a number of measures that will help to provide advice to travellers if they feel unwell.",20,0,0,Compulsory medical measures,Restrictions on international travel,0,0,0,Publicity of exectuve's measures,0,People returning from abroad,0
36,100221,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"For those travelling back directly from Wuhan, this includes a Port Health team who will meet each direct flight aircraft to provide advice and support to those that feel unwell. The team will include the Principal Port Medical Inspector, Port Health Doctor, Administrative Support, and Team Leader.",21,0,0,Compulsory medical measures,0,0,0,0,Publicity of exectuve's measures,0,People returning from China,0
37,100222,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,They will check for symptoms of coronavirus and provide information to all passengers about symptoms and what to do if they become ill. Mandarin and Cantonese language support will be available to Public Health England (PHE) and leaflets will be available to passengers.,22,0,0,0,0,0,0,0,0,0,People returning from China,0
38,100223,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,There are 3 direct flights a week that arrive at Heathrow from Wuhan. The enhanced monitoring of direct flights will be kept under continuous review and expanded to other Chinese departure points if necessary.,23,0,0,Compulsory medical measures,0,0,0,0,Publicity of exectuve's measures,0,People returning from China,0
39,100224,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"Leaflets and information will be made available across all UK airports, advising travellers from China on what do to if they feel unwell.",24,0,0,0,0,0,0,0,0,0,People returning from China,0
40,100225,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"The risk to the UK population has been assessed as low, based on the emerging evidence regarding case numbers, potential sources and human to human transmission, the risk to travellers to Wuhan is moderate. This has been raised from very low due to current evidence on the likelihood of cases being imported into this country.",25,0,0,0,0,0,0,0,0,0,People returning from China,0
41,100226,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,There are currently no confirmed cases of this new infection in the UK.,26,0,0,0,0,0,0,0,0,0,0,0
42,100227,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"The Department of Health and Social Care (DHSC) issued clinical guidance for the detection and diagnosis of Wuhan Novel Coronavirus and PHE has developed a diagnostic test, making the UK one of the first countries outside China to have a prototype specific laboratory test for this novel disease.",27,0,0,0,0,0,0,0,0,0,0,0
43,100228,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"Dr Nick Phin, Deputy Director, National Infection Service, Public Health England, said:This is a new and rapidly evolving situation where information on cases and the virus is being gathered and assessed daily.  Based on the available evidence, the current risk to the UK is considered low. We are working with the WHO and other international partners, have issued advice to the NHS and are keeping the situation under constant review.",28,0,0,0,0,0,0,0,0,0,0,0
44,100229,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"If you are traveling to Wuhan, you should maintain good hand, respiratory and personal hygiene and should avoid visiting animal and bird markets or people who are ill with respiratory symptoms. Individuals should seek medical attention if they develop respiratory symptoms within 14 days of visiting Wuhan, either in China or on their return to the UK. They should phone ahead before attending any health services and mention their recent travel to the city.",29,0,0,0,0,0,0,0,0,0,0,0
45,100230,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"As of Monday 20 January 2020, the Wuhan Municipal Health Commission has reported 217 cases of Wuhan Novel Coronavirus. Four of these cases have been diagnosed outside of China – 2 in Thailand, one in Japan and one in South Korea, following travel to Wuhan, China. There have also now been cases in other cities in China. There have been 3 fatalities.",30,0,0,0,0,0,0,0,0,0,0,0
46,100231,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"Based on the latest information and analysis, the World Health Organization (WHO) has said that there is evidence of limited human to human transmission of the virus.",31,0,0,0,0,0,0,0,0,0,0,0
47,100232,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"Currently, the risk to the UK population is very low and the risk to travellers to Wuhan is low, but the situation is under constant review. However, in line with our robust preparedness activities for emerging infections, we have issued clinical guidance for the detection and diagnosis of Wuhan Novel Coronavirus. There are no confirmed cases of this new infection in the UK.",32,0,0,0,0,0,0,0,0,0,0,0
48,100233,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"Dr Nick Phin, Deputy Director, National Infection Service, Public Health England, said: Based on the available evidence, the current risk to the UK is very low. We are working with the WHO and other international partners, have issued advice to the NHS and are keeping the situation under constant review.",33,0,0,0,0,0,0,0,0,0,0,0
49,100234,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"People travelling to Wuhan should maintain good hand, respiratory and personal hygiene and should avoid visiting animal and bird markets or people who are ill with respiratory symptoms. Individuals should seek medical attention if they develop respiratory symptoms within 14 days of visiting Wuhan, either in China or on their return to the UK, informing their health service prior to their attendance about their recent travel to the city.",34,0,0,0,0,0,0,0,0,0,People travelling to China,0
50,100235,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"Public Health England (PHE) is monitoring the situation with international partners, including the World Health Organization (WHO). PHE has also issued advice to travellers ahead of Chinese New Year this month.",35,0,0,0,0,0,0,0,0,0,People travelling to China,0
51,100236,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"The risk to the UK population is very low and the risk to travellers to Wuhan is low, but they are advised to take simple precautions such as practicing good hand and personal hygiene and minimise contact with birds and animals in markets in Wuhan as a further precaution.",36,0,0,0,0,0,0,0,0,0,People travelling to China,0
52,100237,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"The Wuhan Municipal Health Commission has reported 41 cases of the disease so far, the majority of which appear to be connected to a seafood and animal market in the city. There have been no deaths reported and there is no significant evidence of transmission from person to person or any signs of illness among medical and nursing staff.",37,0,0,0,0,0,0,0,0,0,0,0
53,100238,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"Dr Nick Phin, National Infection Service Deputy Director at PHE, said on the reported Wuhan novel coronavirus:  Based on the available evidence, the risk to travellers to Wuhan from this disease is low and we are not advising them to change their plans.",38,0,0,0,0,0,0,0,0,0,People travelling to China,0
54,100239,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"In order to minimise the risk of transmission, people travelling to the area should maintain good hand and personal hygiene. Travellers should seek medical attention if they develop respiratory symptoms within 14 days of visiting Wuhan, informing their health service prior to their attendance about their recent travel to the city.",39,0,0,0,0,0,0,0,0,0,People travelling to China,0
55,100240,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,The risk to the UK population is very low. The UK has robust arrangements to manage emerging diseases and we can draw on our experience of developing pioneering diagnostic tests in humans for the coronaviruses - SARS and MERS.,40,0,0,0,0,0,0,0,0,0,0,0
56,100241,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"Besides the evolving situation in Wuhan, all travellers should also be aware of the risk of avian flu when visiting China during the Chinese New Year, or Spring Festival, beginning on 25 January 2020.",41,0,0,0,Travel advise,0,0,0,0,0,People travelling to China,0
57,100242,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"Human cases of avian influenza have recently been reported in China, and historically there have been more cases at this time of year. Cases have originated from several provinces and municipalities across mainland China, and there have been a small number of avian influenza cases among Hong Kong SAR and Taiwan residents who have travelled to mainland China.",42,0,0,0,0,0,0,0,0,0,0,0
58,100243,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"The majority of reported human cases in China have had close contact with wild birds or poultry. Although the risk is very low, Public Health England and the National Travel Health Network and Centre (NaTHNaC) are reminding UK travellers to protect themselves from avian flu by minimising exposure to wild birds and poultry.",43,0,0,0,0,0,0,0,0,0,0,0
59,100244,UK,UK,07.02.2020,Novel coronavirus and avian flu: advice for travel to China,1002,"Avian influenza remains a risk in a number of parts of China and if travellers experience coughing or difficulty breathing within 14 days of returning from China, they should call their GP or NHS 111 and report their recent travel.",44,0,0,Compulsory medical measures,0,0,0,0,0,0,People returning from China,0
60,10031,UK,England,10.02.2020,The Health Protection (Coronavirus) Regulations 2020: Section 5 Imposition of restrictions and requirements,1003,"(1) Where Condition A or B (set out in regulation 4) is met in relation to a person (“P”), the Secretary of State or a registered public health consultant may—(a)(orally or in writing) impose on or in relation to P one or more screening requirements to inform an assessment, by the Secretary of State or a registered public health consultant, of whether P presents or could present a risk of infecting or contaminating others; ",1,0,0,Compulsory medical measures,0,0,0,0,0,0,General public,0
61,10032,UK,England,10.02.2020,The Health Protection (Coronavirus) Regulations 2020: Section 5 Imposition of restrictions and requirements,1003,"(1) Where Condition A or B (set out in regulation 4) is met in relation to a person (“P”), the Secretary of State or a registered public health consultant may - carry out such an assessment in relation to P; and",2,0,0,Compulsory medical measures,0,0,0,0,0,0,General public,0
62,10033,UK,England,10.02.2020,The Health Protection (Coronavirus) Regulations 2020: Section 5 Imposition of restrictions and requirements,1003,"(1) Where Condition A or B (set out in regulation 4) is met in relation to a person (“P”), the Secretary of State or a registered public health consultant may—following such an assessment, (orally or in writing) impose on or in relation to P any other restriction or requirement which the Secretary of State or, as the case may be, a registered public health consultant considers necessary for the purposes of removing or reducing the risk referred to in sub-paragraph (a), including a special restriction or requirement(1).",3,0,Restrictions of freedom of movement,Compulsory medical measures,0,0,0,0,0,0,General public,0
63,10034,UK,England,10.02.2020,The Health Protection (Coronavirus) Regulations 2020: Section 5 Imposition of restrictions and requirements,1003,"(2) A decision to impose a restriction or requirement under paragraph (1) may only be taken if the Secretary of State or, as the case may be, registered public health consultant considers, when taking the decision, that the restriction or requirement is proportionate to what is sought to be achieved by imposing it.",4,Executive decision-making,0,0,0,0,0,0,0,0,0,0
64,10035,UK,England,10.02.2020,The Health Protection (Coronavirus) Regulations 2020: Section 5 Imposition of restrictions and requirements,1003,(3) A restriction or requirement imposed under paragraph (1)— (a)by the Secretary of State may be varied (orally or in writing) by the Secretary of State;,5,Executive decision-making,0,0,0,0,0,0,0,0,0,0
65,10036,UK,England,10.02.2020,The Health Protection (Coronavirus) Regulations 2020: Section 5 Imposition of restrictions and requirements,1003,"(3) A restriction or requirement imposed under paragraph (1) (b)by a registered public health consultant may be varied (orally or in writing) by the Secretary of State or a registered public health consultant.
",6,Executive decision-making,0,0,0,0,0,0,0,0,0,0
66,10037,UK,England,10.02.2020,The Health Protection (Coronavirus) Regulations 2020: Section 5 Imposition of restrictions and requirements,1003,"(4) Where a restriction or requirement under paragraph (1)(c) is imposed on or in relation to a child, a person who is a responsible adult in relation to the child must secure that the child complies with the restriction or requirement, insofar as that person is reasonably able to do s",7,0,0,0,0,0,0,0,0,0,Children and responsible adults,0
67,10038,UK,England,10.02.2020,The Health Protection (Coronavirus) Regulations 2020: Section 5 Imposition of restrictions and requirements,1003,"(5) Where a restriction or requirement is imposed orally on a person under this regulation, or a restriction or requirement imposed under this regulation is orally varied, the person (or, in the case of a child, a person who is a responsible adult in relation to the child) must be provided with a written notification of the restriction or requirement that has been imposed or varied as soon as reasonably practicable.",8,0,0,0,0,0,0,0,0,0,Children and responsible adults,0
68,10039,UK,England,10.02.2020,The Health Protection (Coronavirus) Regulations 2020: Section 5 Imposition of restrictions and requirements,1003,"(6) Where a special restriction or requirement is imposed under paragraph (1)(c), the person imposing the restriction or requirement must express it to be contingent on the incidence or transmission of Coronavirus constituting a serious and imminent threat to public health as referred to in regulation 3.",9,Executive decision-making,0,0,0,0,0,0,0,0,0,0
69,100310,UK,England,10.02.2020,The Health Protection (Coronavirus) Regulations 2020: Section 5 Imposition of restrictions and requirements,1003,(7) Paragraph (1) does not affect the exercise of any powers by virtue of regulation 8.,10,0,0,0,0,0,0,0,0,0,0,0
70,10041,UK,England,10.02.2020,The Health Protection (Coronavirus) Regulations 2020 n. 129 Section 7 Imposition of further restrictions and requirements,1004,"—(1) In a case where Condition A or B (set out in regulation 4) is met in relation to a person (“P”)—(a)following an assessment, by the Secretary of State or a registered public health consultant, of risk presented by P in accordance with regulation 5(1), or
(b)following P’s release from detention under regulation 5, or from isolation under regulation 8,the Secretary of State or a registered public health consultant may (orally or in writing) impose on P any one or more of the requirements specified in paragraph (2) where the Secretary of State or registered public health consultant considers that it is necessary and proportionate to do so in order to reduce or remove the risk of P infecting or contaminating others.",1,0,Restrictions of freedom of movement,Self-isolation / quarantine,0,0,0,0,0,0,People in quarantine,0
71,10042,UK,England,10.02.2020,The Health Protection (Coronavirus) Regulations 2020 n. 129 Section 7 Imposition of further restrictions and requirements,1004,"The requirements specified in this paragraph are for P to—
(a)provide P’s contact details to a public health officer;",2,0,0,Tracking information,0,0,0,0,0,0,People in quarantine,0
72,10043,UK,England,10.02.2020,The Health Protection (Coronavirus) Regulations 2020 n. 129 Section 7 Imposition of further restrictions and requirements,1004,(2) The requirements specified in this paragraph are for P to— (b)supply information to a public health officer which may assist in assessing P’s health;,3,0,0,Compulsory medical measures,0,0,0,0,0,0,People in quarantine,0
73,10044,UK,England,10.02.2020,The Health Protection (Coronavirus) Regulations 2020 n. 129 Section 7 Imposition of further restrictions and requirements,1004,"(2) The requirements specified in this paragraph are for P to at such time as a public health officer may specify, allow the officer or a medical officer, to take a biological sample of P, including a sample of P’s respiratory secretions or blood, by appropriate means including by swabbing P’s nasopharyngeal cavity, or provide such a sample;",4,0,0,Compulsory medical measures,0,0,0,0,0,0,People in quarantine,0
74,10045,UK,England,10.02.2020,The Health Protection (Coronavirus) Regulations 2020 n. 129 Section 7 Imposition of further restrictions and requirements,1004,(2) The requirements specified in this paragraph are for P to (d)comply with any other specified condition or to take any other specified measure.,5,0,0,Compulsory medical measures,0,0,0,0,0,0,People in quarantine,0
75,10046,UK,England,10.02.2020,The Health Protection (Coronavirus) Regulations 2020 n. 129 Section 7 Imposition of further restrictions and requirements,1004,"(3) The conditions or measures which may be specified under paragraph (2)(d) include—
(a)a restriction on P’s travel;",6,0,Restrictions of freedom of movement,0,0,0,0,0,0,0,People in quarantine,0
76,10047,UK,England,10.02.2020,The Health Protection (Coronavirus) Regulations 2020 n. 129 Section 7 Imposition of further restrictions and requirements,1004,(3) The conditions or measures which may be specified under paragraph (2)(d) include (b)a restriction on P’s activities;,7,0,Restrictions of freedom of movement,Stay at home requirements,0,0,0,0,0,0,People in quarantine,0
77,10048,UK,England,10.02.2020,The Health Protection (Coronavirus) Regulations 2020 n. 129 Section 7 Imposition of further restrictions and requirements,1004,(3) The conditions or measures which may be specified under paragraph (2)(d) include,8,0,Restrictions of freedom of movement,Self-isolation / quarantine,0,0,0,0,0,0,People in quarantine,0
78,10049,UK,England,10.02.2020,The Health Protection (Coronavirus) Regulations 2020 n. 129 Section 7 Imposition of further restrictions and requirements,1004,(4) The period for which a restriction is imposed under paragraph (3) may not exceed 14 days beginning with the day on which the restriction is imposed.,9,0,0,0,0,0,0,0,0,0,People in quarantine,14 days
79,100410,UK,England,10.02.2020,The Health Protection (Coronavirus) Regulations 2020 n. 129 Section 7 Imposition of further restrictions and requirements,1004,"(5) The Secretary of State or a registered public health consultant may (orally or in writing)—
(a)vary any requirement imposed under this regulation; and",10,Executive decision-making,0,0,0,0,0,0,0,0,0,0
80,100411,UK,England,10.02.2020,The Health Protection (Coronavirus) Regulations 2020 n. 129 Section 7 Imposition of further restrictions and requirements,1004,(5) The Secretary of State or a registered public health consultant may (orally or in writing)— (b)impose on P any additional requirements specified in paragraph (2).,11,Executive decision-making,0,0,0,0,0,0,0,0,0,0
81,100412,UK,England,10.02.2020,The Health Protection (Coronavirus) Regulations 2020 n. 129 Section 7 Imposition of further restrictions and requirements,1004,"(6) Before imposing or varying a requirement under this regulation, the Secretary of State or, as the case may be, registered public health consultant must—
(a)inform P (or where P is a child, a person who is a responsible adult in relation to P) of the requirement or variation that the Secretary of State or registered public health consultant is minded to impose or make; and",12,Executive decision-making,0,0,0,0,0,0,0,0,Children and responsible adults,0
82,100413,UK,England,10.02.2020,The Health Protection (Coronavirus) Regulations 2020 n. 129 Section 7 Imposition of further restrictions and requirements,1004,"(6) Before imposing or varying a requirement under this regulation, the Secretary of State or, as the case may be, registered public health consultant must (b)have regard to any relevant representations by P (or, where P is a child, a person who is a responsible adult in relation to P), as to its suitability.",13,Executive decision-making,0,0,0,0,0,0,0,0,Children and responsible adults,0
83,100414,UK,England,10.02.2020,The Health Protection (Coronavirus) Regulations 2020 n. 129 Section 7 Imposition of further restrictions and requirements,1004,"(7) Where a requirement under this regulation is imposed on or in relation to a child, or varied in relation to a child, a person who is a responsible adult in relation to the child must secure that the child complies with the requirement, insofar as that person is reasonably able to do so.",14,0,0,0,0,0,0,0,0,0,Children and responsible adults,0
84,100415,UK,England,10.02.2020,The Health Protection (Coronavirus) Regulations 2020 n. 129 Section 7 Imposition of further restrictions and requirements,1004,"(8) Where the Secretary of State or a registered public health consultant orally imposes a requirement on P under this regulation, or orally varies such a requirement, the Secretary of State or, as the case may be, registered public health consultant must provide P (or where P is a child, a person who is a responsible person in relation to P) with a written notification of the requirement that has been imposed or varied.",15,Executive decison-making,0,0,0,0,0,0,0,0,Children and responsible adults,0
