id	text	event1	event2	event3	event4	event5	event6	event7	event8	event9
NOR101299	Utbredelsen av koronaviruset påvirker hele nasjonen, jobbhverdagen vår og privatlivet vårt. Derfor er det viktig at vi kan finne løsninger sammen, sier Astrup.	False	False	False	False	False	False	False	False	False
NOR101300	Både lov og avtaleverk legger til rette for at arbeidsgiver og tillitsvalgte kan finne gode løsninger lokalt. Dette oppfordrer vi spesielt til nå, skriver partene.	False	False	False	True	False	False	False	False	False
NOR101301	De er også enige om særskilte rammer for arbeidstid i virksomheter som har såkalt samfunnskritiske funksjoner.	False	False	False	True	False	False	False	False	False
NOR101302	For disse virksomhetene åpnes det blant annet for at hviletiden kan reduseres fra 11 til 8 timer og at arbeidsgiver har mulighet til å pålegge overtid på inntil 400 timer i 2020.	False	False	False	True	False	False	False	False	False
NOR101303	Koronaloven	True	False	False	False	False	False	False	False	False
NOR101304	Midlertidig lov om forskriftshjemmel for å avhjelpe konsekvenser av utbrudd av Covid-19 mv. (koronaloven)	True	False	False	False	False	False	False	False	False
NOR101305	Koronaloven var en midlertidig lov som ble opphevet 27. mai 2020.	True	False	False	False	False	False	False	False	False
NOR101306	Den skulle legge til rette for forsvarlige, effektive og forholdsmessige tiltak som var nødvendige for å begrense forstyrrelsen av sentrale samfunnsfunksjoner som følge av utbruddet av Covid-19, og for å avhjelpe negative konsekvenser for befolkningen, næringslivet, offentlig sektor eller samfunnet for øvrig.	True	False	False	False	False	False	False	False	False
NOR101307	Fraråder reiser som ikke er strengt nødvendige til alle land	False	False	False	True	False	False	False	False	False
NOR101308	Pressemelding | Dato: 14.03.2020	False	False	False	False	False	False	False	True	False
NOR101309	Utenriksdepartementet fraråder reiser som ikke er strengt nødvendige til alle land.	False	False	False	True	False	False	False	False	False
NOR101310	Årsaken er økningen i utbredelse av koronaviruset internasjonalt og den uforutsigbare og vanskelige situasjonen for mange reisende.	False	False	False	False	False	False	False	False	False
NOR101311	Reiserådet gjelder i første omgang til 14. april.	False	False	False	True	False	False	False	False	False
NOR101312	 Vi står i en alvorlig og stadig mer uforutsigbar situasjon. Vår prioritet er å ivareta liv og helse. Det krever ekstraordinære grep.	False	False	False	False	False	False	False	False	False
NOR101313	Situasjonen endrer seg raskt i mange land og derfor fraråder vi reiser som ikke er strengt nødvendige til alle land, sier statsminister Erna Solberg.	False	False	False	True	False	False	False	False	False
NOR101314	Det er økende smittetall for koronaviruset i mange land og situasjonen i land som opplever større utbrudd av viruset endrer seg fort og er uforutsigbar.	False	False	False	False	False	False	False	False	False
NOR101315	Land kan svært raskt innføre reiserestriksjoner, tvungen karantene ved innreise fra land med koronavirus, og grenser kan bli stengt, flyavganger kansellert eller andre tiltak iverksettes.	False	False	False	False	False	False	False	False	False
NOR101316	Utenriksdepartementet oppfordrer alle norske borgere som er på reise i utlandet om å vurdere å reise hjem så snart som mulig, på en trygg og rolig måte, i samråd med sitt reise- eller flyselskap.	False	False	False	True	True	False	False	False	False
NOR101317	Norske borgere som bor fast i utlandet bør forholde seg til lokale myndigheters råd og veiledning.	False	False	False	False	False	False	False	False	False
NOR101318	Helsesystemene i land med smitteutbrudd opplever stor belastning.Når situasjonen endrer seg så raskt, er det riktig å gi dette rådet, sier utenriksminister Ine Eriksen Søreide.	False	False	False	False	False	False	False	False	False
NOR101319	Dette er også et bidrag til den viktige internasjonale dugnaden.	False	False	False	False	False	False	False	False	False
NOR101320	Vi må forhindre internasjonal spredning, og er særlig bekymret for hva som vil skje når viruset sprer seg i mer sårbare land med svake helsesystemer, sier utenriksministeren.	False	False	False	False	False	False	False	False	False
NOR101321	Utenriksdepartementet følger situasjonen nøye og anbefaler alle nordmenn i utlandet å følge med på nyheter lokalt og nasjonalt, særlig om utbredelse av smitte, og informasjon og veiledning fra lokale myndigheter.	False	False	False	False	False	False	False	False	False
NOR101322	Oppdatert reiseinformasjon for alle land ligger på regjeringen.no/reiseinformasjon.	False	False	False	True	False	False	False	True	False
NOR101323	I land og regioner der Utenriksdepartementet allerede fraråder reiser gjelder det eksisterende reiserådet.	False	False	False	True	False	False	False	False	False
NOR101324	Indre grensekontroll videreføres	False	False	False	False	False	False	True	False	False
NOR101325	Den 16. mars gjeninnførte Norge kontroll på indre grense som et tiltak for å begrense spredningen av Covid-19. Det er besluttet at tiltakene skal videreføres i 20 nye dager fra og med 15. april kl. 08.00.	False	False	False	False	False	False	True	False	False
NOR101326	Regjeringens plan og justering av koronatiltak	False	False	False	False	False	False	False	False	False
NOR101327	Regjeringen la i dag fram planen for videre håndtering av covid-19 og en tidsplan for nedbygging av de mest inngripende tiltakene.	False	False	False	False	False	False	False	False	False
NOR101328	I løpet av neste uke skal alle grunnskoler og videregående skoler åpne for alle trinn.	False	False	False	True	False	False	False	False	False
NOR101329	Takket være vår felles innsats siden mars har vi fått smittespredningen under kontroll. Derfor kan vi nå over tid lette på de strenge tiltakene.	False	False	False	False	False	False	False	False	False
NOR101330	Målet er at flest mulig aktiviteter og virksomheter som har vært stengt, kan åpne før sommeren.	False	False	False	True	False	False	False	False	False
NOR101331	Dette forutsetter at vi fortsatt har kontroll på smittesituasjonen, sier statsminister Erna Solberg.	False	False	False	False	False	False	False	False	False
NOR101332	Fram til nå har regjeringen hatt en strategi om å slå ned viruset. Nå går det over til en kontrollstrategi.	False	False	False	False	False	False	False	False	False
NOR101333	Målet er fortsatt det samme, at helsetjenesten skal ha kapasitet til å hjelpe alle som trenger det – både de som blir koronasyke og de som har andre sykdommer.	False	False	False	False	False	False	False	False	False
NOR101334	Virksomhetene og aktivitetene må drive smittevernfaglig forsvarlig når de åpner igjen.	False	False	False	True	False	False	False	False	False
NOR101335	At vi letter på tiltakene kan gi et inntrykk av at virusutbruddet er i ferd med å gå over - det er det ikke. Det er måten vi håndterer utbruddet på som endrer seg, sier helse- og omsorgsminister Bent Høie.	False	False	False	False	False	False	False	False	False
NOR101336	Fordi vi har lykkes i å slå ned smittespredningen kan vi åpne samfunnet igjen.	False	False	False	False	False	False	False	False	False
NOR101337	Når vi nå løser opp på tiltakene forutsetter det at vi beholder kontrollen på smitten, med økt testing, isolering, smittesporing og karantene, sier Høie.	False	True	True	False	False	False	False	False	False
NOR101338	Han understreker at vi må fortsette med de enkle tiltakene som vi vet virker og som har få negative konsekvenser: være nøye med håndvask og hostehygiene, holde minst én meter avstand og være hjemme når vi er syke.	False	False	True	False	False	False	False	False	False
NOR101339	Det er mange unger som står og tripper for å møte venner og lærere igjen. I neste uke skal de endelig få komme tilbake på skolen.	False	False	False	True	False	False	False	False	False
NOR101340	Det blir mer uteskole og mindre klemming. Men så langt det lar seg gjøre, skal elevene få en mest mulig normal skolehverdag tilbake, sier kunnskaps- og integreringsminister Guri Melby.	False	False	False	True	False	False	False	False	False
NOR101341	Statsministeren understreker at vi ikke kan åpne opp alt på en gang.	False	False	False	False	False	False	False	False	False
NOR101342	Jeg skjønner at mange er utålmodige, og at det isolert sett finnes gode argumenter for at akkurat «min» aktivitet eller virksomhet skal få åpne nå. Om vi skulle oppfylt alle ønsker ville vi risikert å åpne for raskt og at det blir ny smittespredning.	False	False	False	False	False	False	False	False	False
NOR101343	Planen for å åpne samfunnet gradvis forutsetter at vi fortsatt har kontroll på smitten.	False	False	False	False	False	False	False	False	False
NOR101344	Dersom smitten blusser opp igjen, kan det hende at vi ikke kan lette på tiltakene slik som vi nå planlegger for, sier statsminister Erna Solberg.	False	False	False	False	False	False	False	False	False
NOR101345	Vi skal holde smitten nede, få folk i jobb og ta hverdagen tilbake. Dette skal vi klare sammen, sier Solberg.	False	False	False	False	False	False	False	False	False
NOR101346	Dette innebærer også at treninger og annen organisert idrettsaktivitet kan gjennomføres for inntil 20 personer som holder minst én meter avstand.	False	True	True	False	False	False	False	False	False
NOR101347	Dette innebærer også at treninger og annen organisert idrettsaktivitet kan gjennomføres for inntil 20 personer som holder minst én meter avstand.	False	False	True	False	False	False	False	False	False
NOR101348	Her er det Helsedirektoratets anbefalinger og idrettens egne retningslinjer som gjelder. Disse bør følges.	False	False	False	False	False	False	False	False	False
NOR101349	Idrettshaller kan åpne. Det er forbud mot bruk av garderober i idrettshaller.	False	False	True	False	False	False	False	False	False
NOR101350	Det tillates arrangementer med inntil 50 deltakerne på offentlig sted, der deltakerne kan holde minst én meter avstand til hverandre og der det er en ansvarlig arrangør.	False	False	False	True	False	False	False	False	False
NOR101351	Dette gjelder alle typer arrangementer, også idrettsarrangementer som stevner, cuper og kamper.	False	False	False	True	False	False	False	False	False
NOR101352	. Ansatte eller oppdragstakere som står for gjennomføringen av arrangement på offentlig sted skal ikke regnes som en del av arrangementet. Deres rolle bør avklares i egne bransjestandarder.	False	False	False	False	False	False	False	False	False
NOR101353	Forbudet mot utenlandsreiser for helsepersonell oppheves.	False	False	False	True	False	False	False	False	False
NOR101354	Utenlandsreiser frarådes fortsatt.	False	False	False	True	False	False	False	False	False
NOR101355	ersoner som har vært i utlandet, må i karantene ved hjemkomst.	False	True	True	False	False	False	False	False	False
NOR101356	Befolkningen må være forberedt på at reisekarantene kan vare over sommeren.	False	False	False	False	False	False	False	False	False
NOR101357	Karanteneplikten endres fra 14 til 10 døgn.	False	True	True	False	False	False	False	False	False
NOR101358	Personer som har hatt nærkontakt inntil 48 timer før en bekreftet smittet person fikk de første symptomene, skal i karantene.	False	False	True	False	False	False	False	False	False
NOR101359	Man skal fortsatt i karantene hvis man har vært i kontakt med smittede personer med mindre enn to meters avstand i mer enn 15 minutter.	False	False	True	False	False	False	False	False	False
NOR101360	 Det gis unntak fra karanteneplikten i seks måneder for personer som har gjennomgått infeksjon med SARS-CoV-2.	False	False	True	False	False	False	False	False	False
NOR101361	Arbeidsgivere bør sikre at de ansatte kan holde en avstand på minst én meter i hele arbeidstiden	False	False	True	False	False	False	False	False	False
NOR101362	I områder av landet der de ansatte er avhengig av å bruke offentlig transport, oppfordres arbeidsgivere å legge til rette for hjemmekontor og elektronisk møtevirksomhet i så stor grad som mulig, med fysisk tilstedeværel	False	False	False	True	False	False	False	False	False
NOR101363	Korona-veileder for kollektivtransporten	False	False	False	True	False	False	False	False	False
NOR101364	En veileder for smittevern på buss, tog, trikk, passasjerbåt, ferjer og andre offentlige transportmidler er nå klar.	False	False	False	True	False	False	False	False	False
NOR101365	 Tydelige og praktiske råd om hvordan transportselskapene kan drive godt smittevern er viktig framover. Mange har hjemmekontor, og det letter trykket på kollektivtransporten.	False	False	False	False	False	False	False	False	False
NOR101366	Samtidig er hverdagen på vei tilbake, med barnehager og skoler som åpnes for mange.	False	False	False	False	False	False	False	False	False
NOR101367	Etter hvert som nå flere kommer til å reise, trengs det gode og praktiske løsninger for smittevern i offentlig transport, sier samferdselsminister Knut Arild Hareide.	False	False	False	False	False	False	False	False	False
NOR101368	Det er Helsedirektoratet og Folkehelseinstituttet som har utarbeidet smittevernveilederen, med innspill fra transportbransjen.	False	False	False	True	False	False	False	False	False
NOR101369	 Det skal oppleves som trygt å reise kollektivt og med drosje, både for passasjerer og ansatte. Veilederen som nå er på plass hjelper både transportselskapene og passasjerene til godt smittevern, sier helse- og omsorgsminister Bent Høie.	False	False	False	False	False	False	False	False	False
NOR101370	Informasjon til reisende: Virksomheten bør sørge for å gjøre tilgjengelig informasjon om anbefalte smitteverntiltak for de reisende, for eksempel ved å henge opp plakater på holdeplasser, inne på transportmidlene mv.	False	False	False	True	False	False	False	True	False
NOR101371	Alle reisende bør gis informasjon om at de ikke skal bruke offentlige kommunikasjon dersom de har luftveissymptomer eller hvis de er i hjemmekarantene eller hjemmeisolasjon.	False	False	False	True	False	False	False	False	False
NOR101372	Informasjon og opplæring til ansatte: Virksomheten bør sikre at alle ansatte er kjent med smitteverntiltakene som gjelder for virksomheten, og legge til rette for at disse kan følges.	False	False	False	False	False	False	False	False	False
NOR101373	Reiser med plassbestilling: Virksomheten bør sørge for at det ikke selges flere plassbilletter enn det som gjør det mulig å ivareta tilstrekkelig avstand mellom reisende, maks 50 prosent av passasjerkapasiteten på transportmiddelet.	False	False	False	True	False	False	False	False	False
NOR101374	Det anbefales at passasjerene sitter spredt, for eksempel på annethvert sete (gjelder ikke for husstandsmedlemmer).	False	False	False	False	False	False	False	False	False
NOR101375	Reiser uten plassbestilling: Virksomheten må utarbeide rutiner for å hindre trengsel på sine transportmidler.	False	False	False	False	False	False	False	False	False
NOR101376	For å ivareta tilstrekkelig avstand mellom reisende, bør maks 50 prosent av passasjerkapasiteten på transportmiddelet brukes.	False	False	False	True	False	False	False	False	False
NOR101377	 Det anbefales at passasjerene sitter eller står spredt. Ved lengre reiser bør man ha plassbestilling.	False	False	False	True	False	False	False	False	False
NOR101378	Rutiner for å holde avstand mellom reisende: Virksomheten bør utarbeide rutiner som gjør det mulig å ivareta tilstrekkelig avstand mellom reisende.	False	False	True	False	False	False	False	False	False
NOR101379	Situasjoner der det for eksempel kan være behov for ekstra tilrettelegging er ved av-/påstigning, i venteområder, ved billettautomater/-skranker osv.	False	False	False	False	False	False	False	False	False
NOR101380	Det bør også foreligge rutiner for å håndtere situasjoner ved trengsel.	False	False	False	False	False	False	False	False	False
NOR101381	Rutiner for renhold: Virksomheten skal sørge for god rengjøring av transportmidler og av andre områder der de reisende oppholder seg som er tilknyttet virksomheten.	False	False	False	False	False	False	False	False	False
NOR101382	Felles kontaktpunkter bør rengjøres hyppig, flere ganger daglig. Vanlige rengjøringsmetoder og -midler kan benyttes. Eksisterende renholdsrutiner bør gjennomgås for å sikre tilstrekkelig godt renhold.	False	False	False	False	False	False	False	False	False
NOR101383	Rutiner for hånd- og hostehygiene: Virksomheten bør legge til rette for at passasjerene kan utføre god hånd- og hostehygiene. Det bør finnes tørkepapir, avfallspunkter og hånddesinfeksjon på utsatte punkter, spesielt i avgangshaller/terminaler, venteområder og på lengre reiser.	False	False	True	False	False	False	False	False	False
NOR101384	Ikke reis hvis du er syk: Hvis du er syk eller mistenker at du er syk bør du ikke reise med offentlig kommunikasjon.	False	False	False	True	False	False	False	False	False
NOR101385	Er reisen nødvendig? Vurder nødvendigheten av å gjennomføre reisen.	False	False	False	True	False	False	False	False	False
NOR101386	Bruk sykkel og andre transportmidler: Kan du sykle, gå eller å bruke andre transportmidler istedenfor å bruke offentlig kommunikasjon, dersom det er mulig.	False	False	False	False	False	False	False	False	False
NOR101387	Unngå rush: Forsøk å legge reisen til et tidspunkt utenfor rushtiden for å redusere trengsel på offentlig kommunikasjon, på holdeplasser, i havner osv.	False	False	False	False	False	False	False	False	False
NOR101388	God hostehygiene: Unngå å hoste og nyse i retning av medpassasjerer. Dersom du må hoste eller nyse bør du gjøre dette i et engangslommetørkle eller i albuekroken.	False	False	True	False	False	False	False	False	False
NOR101389	God håndhygiene: Sørg for å ivareta god håndhygiene både før, under og etter reisen. Vær ekstra oppmerksom på dette når du har vært i direkte kontakt med felles berøringspunkter, slik som håndtak, signalknapper, armlener mv. Unngå å berøre flater når det ikke er nødvendig.	False	False	True	False	False	False	False	False	False
NOR101390	Hold avstand: Forsøk å holde god avstand til andre passasjerer.	False	False	True	False	False	False	False	False	False
NOR101391	Det anbefales å holde en avstand på minst en meter til andre medpassasjerer på offentlige transportmidler.	False	False	True	False	False	False	False	False	False
NOR101392	ersom du ser at det er trengsel på transportmiddelet du hadde planlagt å reise med, bør du vurdere å vente til neste avgang eller å utsette reisen ytterligere.	False	False	False	False	False	False	False	False	False
NOR101393	Vis hensyn til andre reisende: Sørg for å vise hensyn til medpassasjerer og andre reisende, spesielt eldre personer.	False	False	False	False	False	False	False	False	False
NOR101394	Koronasituasjonen: Ny hjemmel for innreiserestriksjoner	False	False	False	False	False	False	True	False	False
NOR101395	Justis- og beredskapsdepartementet foreslår et nytt lovgrunnlag for å videreføre midlertidige innreisebegrensninger så lenge covid-19-pandemien gjør det nødvendig.	False	False	False	False	False	False	True	False	False
NOR101396	 Som regjeringen annonserte 15. mai, må vi fremdeles være forberedt på en viss bruk av innreiserestriksjoner fremover.	False	False	False	False	False	False	False	False	False
NOR101397	Regjeringen har i dag lagt fram et forslag til en midlertidig særlov som vil gi bedre handlingsrom for mer helhetlige vurderinger enn det smittevernloven gir, sier justis- og beredskapsminister Monica Mæland (H).	False	False	False	False	False	False	False	False	False
NOR101398	Dagens bortvisningsforskrift er gitt med hjemmel i smittevernloven § 7-12.	False	False	False	False	False	False	False	False	False
NOR101399	Denne bestemmelsen forutsetter at regjeringen må legge frem et lovforslag for Stortinget snarest mulig dersom bestemmelsene i forskriften ikke er opphevet innen 30 dager etter at de er meddelt Stortinget.	False	False	False	False	False	False	False	False	False
NOR101400	Dennne særloven innebærer ikke en innstramming av reglene og rådene fra 15. mai. Lovforslaget gir kun et nytt hjemmelsgrunnlag for å videreføre forskrifter som legger begrensninger på adgangen til innreise til Norge.	False	False	False	False	False	False	True	False	False
NOR101401	Det foreslås at den nye særloven om innreiserestriksjoner knyttet til covid-19 skal gjelde fram til 31. oktober 2020.	False	False	False	False	False	False	False	False	False
NOR101402	Det er på ingen måte sikkert at det er behov for innreiserestriksjoner helt frem til denne datoen, men lovforslaget gir rom for at noen restriksjoner fastholdes dersom det faktisk viser seg å være nødvendig, sier Mæland.	False	False	False	False	False	False	False	False	False
NOR101403	Det nye koronaviruset (SARS-CoV-2) har spredt seg mellom mennesker siden 2019 og kan medføre sykdommen covid-19. Verdens helseorganisasjon erklærte 11. mars 2020 at utbruddet av sykdommen covid-19 utgjør en pandemi og en alvorlig hendelse av betydning for internasjonal folkehelse	False	False	False	False	False	False	False	False	False
NOR101404	En ukontrollert pandemi vil gi en samlet stor sykdomsbyrde med et høyt antall syke og et høyt antall sykehusinnleggelser.	False	False	False	False	False	False	False	False	False
NOR101405	Håndteringen av covid-19-pandemien må derfor legges opp på en slik måte at vi til enhver tid har kontroll på smittespredningen og har god helseberedskap til egen befolkning.	False	False	False	False	False	False	False	False	False
NOR101406	Gjennom beslutning av Kongen i statsråd 15. mars i år ble det innført strenge begrensninger for utlendingers rett til innreise i Norge, jf. forskrift 15. mars 2020 nr. 293 om bortvisning mv. av utlendinger av hensyn til folkehelsen (bortvisningsforskriften).	False	False	False	False	False	False	True	False	False
NOR101407	Det har senere blitt foretatt endringer i flere omganger, hovedsakelig oppmykinger.	False	False	False	False	False	False	False	False	False
NOR101408	Norge har nå kontroll på smitten, samtidig som covid-19 fremdeles vil være en trussel mot folkehelsen frem til det er tilstrekkelig immunitet i befolkningen eller det foreligger en vaksine.	False	False	False	False	False	False	False	False	False
NOR101409	Innreiserestriksjoner må ses i sammenheng med innreisekarantene.	False	False	True	False	False	False	True	False	False
NOR101410	Innreisekarantenen skal hindre at smittede tilreisende smitter andre.	False	False	True	False	False	False	False	False	False
NOR101411	Innreiserestriksjoner er et mer inngripende tiltak, men er enklere å håndheve.	False	False	False	False	False	False	True	False	False
NOR101412	Det gir også en tilleggsbeskyttelse. Å begrense antall tilreisende minsker den generelle personmobiliteten i samfunnet og dermed også smittespredningen.	False	False	False	False	False	False	False	False	False
NOR101413	Det bidrar til å hindre stor konsentrasjon av tilreisende på enkelte steder, noe som gir bedre forutsetninger for overholdelse av smittevernanbefalinger og som hindrer ekstrabelastning på helsevesenet.	False	False	False	False	False	False	False	False	False
NOR101414	De europeiske landene som deltar i Schengen-samarbeidet har etter oppfordringer fra EU innført strenge begrensninger på tredjelandsborgeres rett til innreise.	False	False	False	False	False	False	True	False	False
NOR101415	I tillegg har mange av Schengen-statene innført restriksjoner på adgangen til innreise over de indre grensene.	False	False	False	False	False	False	True	False	False
NOR101416	Hvordan behovet for å videreføre innreiserestriksjoner vil utvikle seg fremover, er usikkert. Utviklingen går nå i retning av at mange stater velger å oppheve eller lempe på innreiserestriksjoner i raskt tempo.	False	False	False	False	False	False	False	False	False
NOR101417	Regjeringen har også signalisert at det fra norsk side vil skje gradvise lempinger, men mener samtidig at det kan være behov for å videreføre bruk av innreiserestriksjoner i noe tid fremover.	False	False	False	False	False	False	True	False	False
NOR101418	Det følger av det regjeringen kunngjorde 15. mai at en viss videreføring av både karanteneordninger og begrensninger i hvem som får adgang til innreise, må påregnes i alle fall frem til 20. august	False	False	False	False	False	False	True	False	False
NOR101419	Samtidig vurderer regjeringen allerede oppmyking overfor bl.a. følgende grupper:Personer som er bosatt i land i Norden.Reisende fra enkelte andre nærliggende europeiske land.Tredjelandsborgere som ikke er omfattet av EØS-regelverket og som har fått innvilget søknad om familieinnvandring.Det understrekes at det også foretas løpende vurderinger overfor andre grupper, bl.a. etter innspill fra næringslivet.	False	False	False	False	False	False	True	False	False
NOR101420	Den ekstraordinære situasjonen og behovet for ekstraordinære tiltak, tilsier at en videreføring og stadig endring og tilpasning av tiltakene, bør skje med hjemmel i en ny særlov for covid-19-situasjonen. Det vises til avsnitt 10.2 nedenfor.	False	False	False	False	False	False	False	False	False
NOR101421	Lokale regler må ikke hindre samfunnsfunksjoner	True	False	False	False	False	False	False	False	False
NOR101422	Lokale regler for å hindre koronasmitte må ikke stoppe viktige funksjoner. Fylkesmennene får nå i oppdrag å bistå kommunene i utarbeidelsen av slike regler.	True	False	False	False	False	False	False	False	False
NOR101423	Flere kommuner har innført lokale karanteneregler for å hindre spredning av koronaviruset.	True	False	False	False	False	False	False	False	False
NOR101424	Disse reglene kan forhindre varetransport og stoppe politi og forsvar som forflytter seg over kommunegrensene.	False	False	False	False	False	False	False	False	False
NOR101425	Jeg vil berømme landets kommuner for å ta smittespredning på alvor.	True	False	False	False	False	False	False	False	False
NOR101426	 Men det er viktig at de nye reglene ikke er til hinder for forsyninger og andre kritiske samfunnsfunksjoner	False	False	False	False	False	False	False	False	False
NOR101427	Jeg har derfor gjennom Helsedirektoratet bedt om at fylkesmennene bistår kommunene i dette arbeidet, sier helse- og omsorgsminister Bent Høie .	True	False	False	False	False	False	False	False	False
NOR101428	Flere kommuner har vedtatt karantenepåbud for reisende fra andre deler av landet.	False	False	True	True	False	False	False	False	False
NOR101429	Tromsø kommune har vedtatt karantene for besøkende fra Oslo, Agder, Rogaland, Viken, Vestfold og Telemark, Innlandet og Vestland.	False	False	True	True	False	False	False	False	False
NOR101430	Smittevernloven gir kommunene rett til å fatte vedtak for å beskytte befolkningen, men loven krever at tiltakene må stå i forhold til det som er målet med dem.	True	False	False	False	False	False	False	False	False
NOR101431	Reglene må ikke forhindre at de som ivaretar kritiske samfunnsfunksjoner forflytter seg over kommunegrensene.	False	False	False	False	False	False	False	False	False
NOR101432	Det er også viktig at befolkningen får forsyninger av mat og medisiner. Flere kommuner har nå justert reglene sine og innført unntak som gjør dette mulig.	True	False	False	False	False	False	False	False	False
NOR101433	Fylkesmennene vil veilede kommunene i hvordan de skal ivareta viktige samfunnsbehov ved utformingen av lokale regler, og ved behov vurdere lovligheten av de kommunale vedtakene.	True	False	False	False	False	False	False	False	False
NOR101434	Helsedirektoratet vil også vurdere om fylkesmennene skal følge med på lokale restriksjoner som retter seg mot kritisk infrastruktur, blant annet forsyning av matvarer og drift av flyplasser.	True	False	False	False	False	False	False	False	False
NOR101435	Flere EØS-borgere kan komme til Norge	False	False	False	False	False	False	True	False	False
NOR101436	Regjeringen har besluttet å endre bortvisningsforskriften, slik at blant annet flere EØS-borgere som skal arbeide her, kan reise inn i Norge.	False	True	False	False	True	False	True	False	False
NOR101437	- Nå har vi gjort endringer i regelverket som innebærer at flere EØS-borgere som skal arbeide her, kan komme til Norge, sier justis- og beredskapsminister Monica Mæland (H).	False	True	False	False	True	False	False	False	False
NOR101438	Blant annet vil det ikke lenger være et vilkår om at den enkelte EØS-arbeidstaker er ansatt i en næring hvor det er kritisk behov for arbeidskraft.	False	False	False	False	True	False	False	False	False
NOR101439	Det vil heller ikke lenger være et krav om at EØS-arbeidstakere hadde påbegynt arbeidet i Norge før innreiserestriksjonene ble innført 16. mars 2020.	False	False	False	False	True	False	False	False	False
NOR101440	Reglene om karantene vil imidlertid gjelde også for arbeidskraft fra EØS-området.	False	False	True	False	False	False	False	False	False
NOR101441	Regjeringen jobber kontinuerlig med å finne den riktige balansen mellom hensynet til smittevern og andre viktige samfunnshensyn.	False	False	False	False	False	False	False	False	False
NOR101442	Regelendringene vi nå har gjennomført er viktige for å lette flyten av arbeidskraft, og vil bidra til mindre usikkerhet knyttet til hvem som har rett til innreise og hvem som risikerer å bli bortvist, sier Mæland.	False	False	False	False	True	False	False	False	False
NOR101443	Revidert rundskriv om ikrafttredelse av forskrift om bortvisning mv. av utlendinger uten oppholdstillatelse i riket av hensyn til folkehelse	False	False	False	False	True	False	False	False	False
NOR101444	Forskrift om endringer i forskrift 15. mars 2020 nr. 293 om bortvisning mv. av utlendinger uten oppholdstillatelse i riket av hensyn til folkehelsen	False	False	False	False	True	False	False	False	False
NOR101445	Nye råd om ferie- og fritidsreiser	False	False	False	False	False	False	False	False	False
NOR101446	I dag legger helsemyndighetene frem oppdaterte råd for ferie- og fritidsreiser i Norge. Rådene skal bidra til at det er trygt å reise på ferie i Norge i sommer.	False	False	False	False	False	False	False	False	False
NOR101447	I dag har også Utenriksdepartementet forlenget sitt reiseråd og fraråder fortsatt reiser som ikke er strengt nødvendige til alle land. Rådet gjelder frem til 20. august.	False	False	False	True	False	False	False	False	False
NOR101448	 Rådet gjelder frem til 20. august. Innen 15. juni vil det bli vurdert å endre reiserådet til Norden. Innen 20. juli vil det vurderes å endre reiserådet for enkelte andre nærliggende europeiske land.	False	False	False	True	False	False	False	False	False
NOR101449	Jeg vil anbefale folk å planlegge for Norgesferie i sommer. Norge er et vakkert ferieland, og selv om årets ferie blir annerledes enn vi hadde planlagt, er jeg sikker på at den kan bli veldig fin.	False	False	False	False	False	False	False	False	False
